cm_code;Type;Attribut;Valeur N-1;Valeur N
681634;Ajout;;;
4692862;Ajout;;;
1414447;Ajout;;;
586433;Ajout;;;
8277503;Ajout;;;
915875;Ajout;;;
8482622;Ajout;;;
916217;Ajout;;;
4695418;Ajout;;;
604831;Ajout;;;
914916;Ajout;;;
914610;Ajout;;;
4700537;Ajout;;;
917154;Ajout;;;
914609;Ajout;;;
8309218;Ajout;;;
680696;Ajout;;;
915876;Ajout;;;
587075;Ajout;;;
586431;Ajout;;;
4693179;Ajout;;;
915877;Ajout;;;
614433;Ajout;;;
4700539;Ajout;;;
914917;Ajout;;;
8354345;Ajout;;;
4695096;Ajout;;;
586432;Ajout;;;
917475;Ajout;;;
681636;Ajout;;;
8283571;Ajout;;;
4698616;Ajout;;;
916218;Ajout;;;
4698623;Ajout;;;
4693180;Ajout;;;
915874;Ajout;;;
8481018;Ajout;;;
785635;Ajout;;;
4695420;Ajout;;;
8482624;Ajout;;;
953314;Ajout;;;
8349532;Ajout;;;
914611;Ajout;;;
3407094;Ajout;;;
4692539;Ajout;;;
680694;Ajout;;;
4698618;Ajout;;;
586780;Ajout;;;
4700535;Ajout;;;
627578;Ajout;;;
4700533;Ajout;;;
551232;Ajout;;;
916215;Ajout;;;
1265956;Ajout;;;
917157;Ajout;;;
918759;Ajout;;;
680693;Ajout;;;
914914;Ajout;;;
917811;Ajout;;;
8484216;Ajout;;;
8350454;Ajout;;;
915554;Ajout;;;
2081656;Ajout;;;
915233;Ajout;;;
4698619;Ajout;;;
8647493;Suppression;;;
8736712;Suppression;;;
8497431;Suppression;;;
8583424;Suppression;;;
8626931;Suppression;;;
8497413;Suppression;;;
8625653;Suppression;;;
8659257;Suppression;;;
8640699;Suppression;;;
8626930;Suppression;;;
8643249;Suppression;;;
8642291;Suppression;;;
8590521;Suppression;;;
8626942;Suppression;;;
8546955;Suppression;;;
8560721;Suppression;;;
8560736;Suppression;;;
8642302;Suppression;;;
8753979;Suppression;;;
8609345;Suppression;;;
8585058;Suppression;;;
8626939;Suppression;;;
8590819;Suppression;;;
8622466;Suppression;;;
8552689;Suppression;;;
8697024;Suppression;;;
8697029;Suppression;;;
8641019;Suppression;;;
8651260;Suppression;;;
8621501;Suppression;;;
8584375;Suppression;;;
8609371;Suppression;;;
8504701;Suppression;;;
8626937;Suppression;;;
8585030;Suppression;;;
8736400;Suppression;;;
8614790;Suppression;;;
8696384;Suppression;;;
8683256;Suppression;;;
8497385;Suppression;;;
8868529;Suppression;;;
8585015;Suppression;;;
8515907;Suppression;;;
8642621;Suppression;;;
8616370;Suppression;;;
8647504;Suppression;;;
8736689;Suppression;;;
8527124;Suppression;;;
8546291;Suppression;;;
8546616;Suppression;;;
8642931;Suppression;;;
8651910;Suppression;;;
8590484;Suppression;;;
8497411;Suppression;;;
8527129;Suppression;;;
8611575;Suppression;;;
8712056;Suppression;;;
8651929;Suppression;;;
8652529;Suppression;;;
8550134;Suppression;;;
8543787;Suppression;;;
8585018;Suppression;;;
8594650;Suppression;;;
8514931;Suppression;;;
8647459;Suppression;;;
8615104;Suppression;;;
8590542;Suppression;;;
8543775;Suppression;;;
8753334;Suppression;;;
8647503;Suppression;;;
8497399;Suppression;;;
8736733;Suppression;;;
8554613;Suppression;;;
8502463;Suppression;;;
8647429;Suppression;;;
8657329;Suppression;;;
8549821;Suppression;;;
8622156;Suppression;;;
8641025;Suppression;;;
8560790;Suppression;;;
8639424;Suppression;;;
8560803;Suppression;;;
8577355;Suppression;;;
8577330;Suppression;;;
8712049;Suppression;;;
8625662;Suppression;;;
8560796;Suppression;;;
8497352;Suppression;;;
8518782;Suppression;;;
8736378;Suppression;;;
8590769;Suppression;;;
8590791;Suppression;;;
8647501;Suppression;;;
8849010;Suppression;;;
8622474;Suppression;;;
8736713;Suppression;;;
8574451;Suppression;;;
8590792;Suppression;;;
8740875;Suppression;;;
8577333;Suppression;;;
8511417;Suppression;;;
8504375;Suppression;;;
8736727;Suppression;;;
8528369;Suppression;;;
8651909;Suppression;;;
8647478;Suppression;;;
8736735;Suppression;;;
8560704;Suppression;;;
8646781;Suppression;;;
8647468;Suppression;;;
8682937;Suppression;;;
8651920;Suppression;;;
8647463;Suppression;;;
8609975;Suppression;;;
8651264;Suppression;;;
8740536;Suppression;;;
8622148;Suppression;;;
8574470;Suppression;;;
8499892;Suppression;;;
8614788;Suppression;;;
8740853;Suppression;;;
8622145;Suppression;;;
8647466;Suppression;;;
8642930;Suppression;;;
8642292;Suppression;;;
8583419;Suppression;;;
8590554;Suppression;;;
8560403;Suppression;;;
8546959;Suppression;;;
8736456;Suppression;;;
8574457;Suppression;;;
8637490;Suppression;;;
8622132;Suppression;;;
8562431;Suppression;;;
8518770;Suppression;;;
8590820;Suppression;;;
8560746;Suppression;;;
8609017;Suppression;;;
8736711;Suppression;;;
8736692;Suppression;;;
8590816;Suppression;;;
8585032;Suppression;;;
8504059;Suppression;;;
8590526;Suppression;;;
8594641;Suppression;;;
8753661;Suppression;;;
8611573;Suppression;;;
8520384;Suppression;;;
8641051;Suppression;;;
8647462;Suppression;;;
8522624;Suppression;;;
8533843;Suppression;;;
8519108;Suppression;;;
8515588;Suppression;;;
8615097;Suppression;;;
8527091;Suppression;;;
8515569;Suppression;;;
8497343;Suppression;;;
8590523;Suppression;;;
8543759;Suppression;;;
8640379;Suppression;;;
8554610;Suppression;;;
8585031;Suppression;;;
8594303;Suppression;;;
8546632;Suppression;;;
8514939;Suppression;;;
8654779;Suppression;;;
8552372;Suppression;;;
8533503;Suppression;;;
8651915;Suppression;;;
8647438;Suppression;;;
8546939;Suppression;;;
8609347;Suppression;;;
8647490;Suppression;;;
8621494;Suppression;;;
8594648;Suppression;;;
8621841;Suppression;;;
8546619;Suppression;;;
8590785;Suppression;;;
8560817;Suppression;;;
8583413;Suppression;;;
8683268;Suppression;;;
8543764;Suppression;;;
8642294;Suppression;;;
8587569;Suppression;;;
8987891;Suppression;;;
8519105;Suppression;;;
8583415;Suppression;;;
8552692;Suppression;;;
8622140;Suppression;;;
8594672;Suppression;;;
8682944;Suppression;;;
8577359;Suppression;;;
8609974;Suppression;;;
8590556;Suppression;;;
8622136;Suppression;;;
8596849;Suppression;;;
8543761;Suppression;;;
8622153;Suppression;;;
8552381;Suppression;;;
8533813;Suppression;;;
8546635;Suppression;;;
8497374;Suppression;;;
8647090;Suppression;;;
8736455;Suppression;;;
8546609;Suppression;;;
8543746;Suppression;;;
8587576;Suppression;;;
8614789;Suppression;;;
8621500;Suppression;;;
8735423;Suppression;;;
8740537;Suppression;;;
8683279;Suppression;;;
8590779;Suppression;;;
8702132;Suppression;;;
8560793;Suppression;;;
8643261;Suppression;;;
8642932;Suppression;;;
8590576;Suppression;;;
8515928;Suppression;;;
8651922;Suppression;;;
8609362;Suppression;;;
8594658;Suppression;;;
8614136;Suppression;;;
8577015;Suppression;;;
8741170;Suppression;;;
8647441;Suppression;;;
8696371;Suppression;;;
8736063;Suppression;;;
8641972;Suppression;;;
8560391;Suppression;;;
8587259;Suppression;;;
8515262;Suppression;;;
8560751;Suppression;;;
8637179;Suppression;;;
8736415;Suppression;;;
8594651;Suppression;;;
8641978;Suppression;;;
8740854;Suppression;;;
8737340;Suppression;;;
8683274;Suppression;;;
8543103;Suppression;;;
8515257;Suppression;;;
8594300;Suppression;;;
8651253;Suppression;;;
8987895;Suppression;;;
8643573;Suppression;;;
8651252;Suppression;;;
8496695;Suppression;;;
8682931;Suppression;;;
8641033;Suppression;;;
8622454;Suppression;;;
8659900;Suppression;;;
8497364;Suppression;;;
8736429;Suppression;;;
8497346;Suppression;;;
8497415;Suppression;;;
8497347;Suppression;;;
8519097;Suppression;;;
8641970;Suppression;;;
8637515;Suppression;;;
8594662;Suppression;;;
8590589;Suppression;;;
8741172;Suppression;;;
8497377;Suppression;;;
8736446;Suppression;;;
8647448;Suppression;;;
8637505;Suppression;;;
8560775;Suppression;;;
8543739;Suppression;;;
8515925;Suppression;;;
8637498;Suppression;;;
8585044;Suppression;;;
8560408;Suppression;;;
8736426;Suppression;;;
8587571;Suppression;;;
8736724;Suppression;;;
8554621;Suppression;;;
8577372;Suppression;;;
8515249;Suppression;;;
8557192;Suppression;;;
8560764;Suppression;;;
8736397;Suppression;;;
8615103;Suppression;;;
8533501;Suppression;;;
8543766;Suppression;;;
8560758;Suppression;;;
8497376;Suppression;;;
8557199;Suppression;;;
8587258;Suppression;;;
8560714;Suppression;;;
8515933;Suppression;;;
8546950;Suppression;;;
8519114;Suppression;;;
8515264;Suppression;;;
8543798;Suppression;;;
8549824;Suppression;;;
8564859;Suppression;;;
8614142;Suppression;;;
8683259;Suppression;;;
8560393;Suppression;;;
8643259;Suppression;;;
8548535;Suppression;;;
8518779;Suppression;;;
8651935;Suppression;;;
8588213;Suppression;;;
8515574;Suppression;;;
8585040;Suppression;;;
8520376;Suppression;;;
8585017;Suppression;;;
8585016;Suppression;;;
8511442;Suppression;;;
8543757;Suppression;;;
8583411;Suppression;;;
8659897;Suppression;;;
8561009;Suppression;;;
8574464;Suppression;;;
8587261;Suppression;;;
8736379;Suppression;;;
8590499;Suppression;;;
8590449;Suppression;;;
8639096;Suppression;;;
8641022;Suppression;;;
8641050;Suppression;;;
8497363;Suppression;;;
8622460;Suppression;;;
8590588;Suppression;;;
8497386;Suppression;;;
8740867;Suppression;;;
8587584;Suppression;;;
8587575;Suppression;;;
8552696;Suppression;;;
8712382;Suppression;;;
8564855;Suppression;;;
8647474;Suppression;;;
8643582;Suppression;;;
8615124;Suppression;;;
8555569;Suppression;;;
8642617;Suppression;;;
8511440;Suppression;;;
8609016;Suppression;;;
8683262;Suppression;;;
8546954;Suppression;;;
8552699;Suppression;;;
8577362;Suppression;;;
8549812;Suppression;;;
8564857;Suppression;;;
8560821;Suppression;;;
8562432;Suppression;;;
8740861;Suppression;;;
8737335;Suppression;;;
8577351;Suppression;;;
8518769;Suppression;;;
8519091;Suppression;;;
8736462;Suppression;;;
8736440;Suppression;;;
8552371;Suppression;;;
8543733;Suppression;;;
8533851;Suppression;;;
8577340;Suppression;;;
8611569;Suppression;;;
8590591;Suppression;;;
8753983;Suppression;;;
8647433;Suppression;;;
8647453;Suppression;;;
8622152;Suppression;;;
8647461;Suppression;;;
8574456;Suppression;;;
8560754;Suppression;;;
8503095;Suppression;;;
8560815;Suppression;;;
8590803;Suppression;;;
8511441;Suppression;;;
8533856;Suppression;;;
8577368;Suppression;;;
8561014;Suppression;;;
8611579;Suppression;;;
8522628;Suppression;;;
8626944;Suppression;;;
8627895;Suppression;;;
8562423;Suppression;;;
8548543;Suppression;;;
8641040;Suppression;;;
8621848;Suppression;;;
8651926;Suppression;;;
8641013;Suppression;;;
8682942;Suppression;;;
8577342;Suppression;;;
8696376;Suppression;;;
8496702;Suppression;;;
8585068;Suppression;;;
8515902;Suppression;;;
8533842;Suppression;;;
8637178;Suppression;;;
8560416;Suppression;;;
8590569;Suppression;;;
8560738;Suppression;;;
8574459;Suppression;;;
8590784;Suppression;;;
8594627;Suppression;;;
8621498;Suppression;;;
8642299;Suppression;;;
8590500;Suppression;;;
8697012;Suppression;;;
8590463;Suppression;;;
8735424;Suppression;;;
8778609;Suppression;;;
8560725;Suppression;;;
8527105;Suppression;;;
8511488;Suppression;;;
8609015;Suppression;;;
8515893;Suppression;;;
8560698;Suppression;;;
8641981;Suppression;;;
8660210;Suppression;;;
8574474;Suppression;;;
8590479;Suppression;;;
8511463;Suppression;;;
8526452;Suppression;;;
8520375;Suppression;;;
8647497;Suppression;;;
8522625;Suppression;;;
8639093;Suppression;;;
8543780;Suppression;;;
8590557;Suppression;;;
8659899;Suppression;;;
8574450;Suppression;;;
8503093;Suppression;;;
8560737;Suppression;;;
8497351;Suppression;;;
8560779;Suppression;;;
8515572;Suppression;;;
8502449;Suppression;;;
8560828;Suppression;;;
8641042;Suppression;;;
8627899;Suppression;;;
8718134;Suppression;;;
8651254;Suppression;;;
8590490;Suppression;;;
8587255;Suppression;;;
8527114;Suppression;;;
8583409;Suppression;;;
8560830;Suppression;;;
8736420;Suppression;;;
8590772;Suppression;;;
8615098;Suppression;;;
8562427;Suppression;;;
8543796;Suppression;;;
8736408;Suppression;;;
8497438;Suppression;;;
8585022;Suppression;;;
8504061;Suppression;;;
8641027;Suppression;;;
8549817;Suppression;;;
8651942;Suppression;;;
8526461;Suppression;;;
8615108;Suppression;;;
8585063;Suppression;;;
8647496;Suppression;;;
8614793;Suppression;;;
8533845;Suppression;;;
8533820;Suppression;;;
8560814;Suppression;;;
8515261;Suppression;;;
8592373;Suppression;;;
8588220;Suppression;;;
8637497;Suppression;;;
8640377;Suppression;;;
8590457;Suppression;;;
8504056;Suppression;;;
8560720;Suppression;;;
8642298;Suppression;;;
8590794;Suppression;;;
8497335;Suppression;;;
8511416;Suppression;;;
8497391;Suppression;;;
8543101;Suppression;;;
8497424;Suppression;;;
8543789;Suppression;;;
8683270;Suppression;;;
8622462;Suppression;;;
8332212;Suppression;;;
8543745;Suppression;;;
8543786;Suppression;;;
8560823;Suppression;;;
8740870;Suppression;;;
8515897;Suppression;;;
8574467;Suppression;;;
8642611;Suppression;;;
8660211;Suppression;;;
8639099;Suppression;;;
8740880;Suppression;;;
8533824;Suppression;;;
8515576;Suppression;;;
8577384;Suppression;;;
8527109;Suppression;;;
8609329;Suppression;;;
8577356;Suppression;;;
8621851;Suppression;;;
8683264;Suppression;;;
8622478;Suppression;;;
8560693;Suppression;;;
8590535;Suppression;;;
8587579;Suppression;;;
8533504;Suppression;;;
8543730;Suppression;;;
8503102;Suppression;;;
8511434;Suppression;;;
8642295;Suppression;;;
8587257;Suppression;;;
8736447;Suppression;;;
8622158;Suppression;;;
8577341;Suppression;;;
8518773;Suppression;;;
8736394;Suppression;;;
8643571;Suppression;;;
8736704;Suppression;;;
8641980;Suppression;;;
8519106;Suppression;;;
8697010;Suppression;;;
8511435;Suppression;;;
8546289;Suppression;;;
8574462;Suppression;;;
8590773;Suppression;;;
8641974;Suppression;;;
8503090;Suppression;;;
8588212;Suppression;;;
8543791;Suppression;;;
8594654;Suppression;;;
8585019;Suppression;;;
8560386;Suppression;;;
8651928;Suppression;;;
8583422;Suppression;;;
8637529;Suppression;;;
8504381;Suppression;;;
8590771;Suppression;;;
8520377;Suppression;;;
8627897;Suppression;;;
8736461;Suppression;;;
8497390;Suppression;;;
8552704;Suppression;;;
8642618;Suppression;;;
8560382;Suppression;;;
8622464;Suppression;;;
8641024;Suppression;;;
8515909;Suppression;;;
8625651;Suppression;;;
8577021;Suppression;;;
8499893;Suppression;;;
8641015;Suppression;;;
8543770;Suppression;;;
8515908;Suppression;;;
8564851;Suppression;;;
8554609;Suppression;;;
8574472;Suppression;;;
8621499;Suppression;;;
8546627;Suppression;;;
8616369;Suppression;;;
8736050;Suppression;;;
8497410;Suppression;;;
8614771;Suppression;;;
8588850;Suppression;;;
8564850;Suppression;;;
8549823;Suppression;;;
8497422;Suppression;;;
8543753;Suppression;;;
8736701;Suppression;;;
8527116;Suppression;;;
8643575;Suppression;;;
8560387;Suppression;;;
8712061;Suppression;;;
8587583;Suppression;;;
8609365;Suppression;;;
8611892;Suppression;;;
8560727;Suppression;;;
8515250;Suppression;;;
8522632;Suppression;;;
8621497;Suppression;;;
8621847;Suppression;;;
8622470;Suppression;;;
8615117;Suppression;;;
8647093;Suppression;;;
8647416;Suppression;;;
8736374;Suppression;;;
8638139;Suppression;;;
8515926;Suppression;;;
8651919;Suppression;;;
8546620;Suppression;;;
8585026;Suppression;;;
8641031;Suppression;;;
8615092;Suppression;;;
8543740;Suppression;;;
8526453;Suppression;;;
8683280;Suppression;;;
8614131;Suppression;;;
8736416;Suppression;;;
8511414;Suppression;;;
8647464;Suppression;;;
8519094;Suppression;;;
8560768;Suppression;;;
8519119;Suppression;;;
8522623;Suppression;;;
8702131;Suppression;;;
8590774;Suppression;;;
8659258;Suppression;;;
8515930;Suppression;;;
8560822;Suppression;;;
8511413;Suppression;;;
8518780;Suppression;;;
8560756;Suppression;;;
8502453;Suppression;;;
8497420;Suppression;;;
8659255;Suppression;;;
8647419;Suppression;;;
8497446;Suppression;;;
8868533;Suppression;;;
8515587;Suppression;;;
8497362;Suppression;;;
8712051;Suppression;;;
8546956;Suppression;;;
8621838;Suppression;;;
8560753;Suppression;;;
8621503;Suppression;;;
8736432;Suppression;;;
8594655;Suppression;;;
8527128;Suppression;;;
8609013;Suppression;;;
8594635;Suppression;;;
8590581;Suppression;;;
8641026;Suppression;;;
8590493;Suppression;;;
8590452;Suppression;;;
8590546;Suppression;;;
8659898;Suppression;;;
8594626;Suppression;;;
8659892;Suppression;;;
8642296;Suppression;;;
8637496;Suppression;;;
8637519;Suppression;;;
8497359;Suppression;;;
8615120;Suppression;;;
8697018;Suppression;;;
8546621;Suppression;;;
8554612;Suppression;;;
8552370;Suppression;;;
8543760;Suppression;;;
8637526;Suppression;;;
8642297;Suppression;;;
8562425;Suppression;;;
8515592;Suppression;;;
8527131;Suppression;;;
8543772;Suppression;;;
8621843;Suppression;;;
8594660;Suppression;;;
8577338;Suppression;;;
8587250;Suppression;;;
8684535;Suppression;;;
8736722;Suppression;;;
8585056;Suppression;;;
8645493;Suppression;;;
8639104;Suppression;;;
8590586;Suppression;;;
8590573;Suppression;;;
8643264;Suppression;;;
8614803;Suppression;;;
8641976;Suppression;;;
8622456;Suppression;;;
8622139;Suppression;;;
8588852;Suppression;;;
8639092;Suppression;;;
8736395;Suppression;;;
8497375;Suppression;;;
8560733;Suppression;;;
8496699;Suppression;;;
8637169;Suppression;;;
8614798;Suppression;;;
8526464;Suppression;;;
8740850;Suppression;;;
8740874;Suppression;;;
8596851;Suppression;;;
8736718;Suppression;;;
8546640;Suppression;;;
8594653;Suppression;;;
8560730;Suppression;;;
8497341;Suppression;;;
8638449;Suppression;;;
8533494;Suppression;;;
8546958;Suppression;;;
8625660;Suppression;;;
8560715;Suppression;;;
8496701;Suppression;;;
8615122;Suppression;;;
8548542;Suppression;;;
8560831;Suppression;;;
8594665;Suppression;;;
8696378;Suppression;;;
8736720;Suppression;;;
8577365;Suppression;;;
8736384;Suppression;;;
8560771;Suppression;;;
8594289;Suppression;;;
8622450;Suppression;;;
8643263;Suppression;;;
8560390;Suppression;;;
8594630;Suppression;;;
8499895;Suppression;;;
8736369;Suppression;;;
8637507;Suppression;;;
8533489;Suppression;;;
8497408;Suppression;;;
8846132;Suppression;;;
8637523;Suppression;;;
8590476;Suppression;;;
8585011;Suppression;;;
8740873;Suppression;;;
8641037;Suppression;;;
8497407;Suppression;;;
8736423;Suppression;;;
8527103;Suppression;;;
8527096;Suppression;;;
8552380;Suppression;;;
8682932;Suppression;;;
8615128;Suppression;;;
8643250;Suppression;;;
8577332;Suppression;;;
8625658;Suppression;;;
8659254;Suppression;;;
8651927;Suppression;;;
8614132;Suppression;;;
8546940;Suppression;;;
8609361;Suppression;;;
8627896;Suppression;;;
8736398;Suppression;;;
8560826;Suppression;;;
8741176;Suppression;;;
8515259;Suppression;;;
8522621;Suppression;;;
8621812;Suppression;;;
8548534;Suppression;;;
8511415;Suppression;;;
8641983;Suppression;;;
8659894;Suppression;;;
8740542;Suppression;;;
8560702;Suppression;;;
8754624;Suppression;;;
8594643;Suppression;;;
8753977;Suppression;;;
8590558;Suppression;;;
8577379;Suppression;;;
8647481;Suppression;;;
8543102;Suppression;;;
8647486;Suppression;;;
8987896;Suppression;;;
8511412;Suppression;;;
8615126;Suppression;;;
8590818;Suppression;;;
8497329;Suppression;;;
8736409;Suppression;;;
8560787;Suppression;;;
8546615;Suppression;;;
8712063;Suppression;;;
8643260;Suppression;;;
8643257;Suppression;;;
8515900;Suppression;;;
8614784;Suppression;;;
8736058;Suppression;;;
8621849;Suppression;;;
8614804;Suppression;;;
8533811;Suppression;;;
8614792;Suppression;;;
8625650;Suppression;;;
8546617;Suppression;;;
8504058;Suppression;;;
8590817;Suppression;;;
8651939;Suppression;;;
8503099;Suppression;;;
8846129;Suppression;;;
8641047;Suppression;;;
8543792;Suppression;;;
8911410;Suppression;;;
8497379;Suppression;;;
8626289;Suppression;;;
8590464;Suppression;;;
8577349;Suppression;;;
8546303;Suppression;;;
8753656;Suppression;;;
8627894;Suppression;;;
8574458;Suppression;;;
8497412;Suppression;;;
8637499;Suppression;;;
8560370;Suppression;;;
8503092;Suppression;;;
8497445;Suppression;;;
8543099;Suppression;;;
8642300;Suppression;;;
8590770;Suppression;;;
8546296;Suppression;;;
8590799;Suppression;;;
8647440;Suppression;;;
8697025;Suppression;;;
8696380;Suppression;;;
8647097;Suppression;;;
8638454;Suppression;;;
8502464;Suppression;;;
8518774;Suppression;;;
8543734;Suppression;;;
8552693;Suppression;;;
8641046;Suppression;;;
8697014;Suppression;;;
8637177;Suppression;;;
8903410;Suppression;;;
8697023;Suppression;;;
8527115;Suppression;;;
8647430;Suppression;;;
8519110;Suppression;;;
8497397;Suppression;;;
8740864;Suppression;;;
8736391;Suppression;;;
8748852;Suppression;;;
8639090;Suppression;;;
8526459;Suppression;;;
8641009;Suppression;;;
8651925;Suppression;;;
8504700;Suppression;;;
8712052;Suppression;;;
8622475;Suppression;;;
8546302;Suppression;;;
8596853;Suppression;;;
8552700;Suppression;;;
8546636;Suppression;;;
8614801;Suppression;;;
8590567;Suppression;;;
8737339;Suppression;;;
8621810;Suppression;;;
8736419;Suppression;;;
8585021;Suppression;;;
8533846;Suppression;;;
8497369;Suppression;;;
8527122;Suppression;;;
8519116;Suppression;;;
8577364;Suppression;;;
8696372;Suppression;;;
8557198;Suppression;;;
8590487;Suppression;;;
8515573;Suppression;;;
8647452;Suppression;;;
8543769;Suppression;;;
8637175;Suppression;;;
8647472;Suppression;;;
8560759;Suppression;;;
8543755;Suppression;;;
8642609;Suppression;;;
8515892;Suppression;;;
8588218;Suppression;;;
8588849;Suppression;;;
8621845;Suppression;;;
8554618;Suppression;;;
8548533;Suppression;;;
8502462;Suppression;;;
8637173;Suppression;;;
8590516;Suppression;;;
8611576;Suppression;;;
8546631;Suppression;;;
8609366;Suppression;;;
8527127;Suppression;;;
8740540;Suppression;;;
8546613;Suppression;;;
8514937;Suppression;;;
8614812;Suppression;;;
8647467;Suppression;;;
8497372;Suppression;;;
8560804;Suppression;;;
566368;Suppression;;;
8511438;Suppression;;;
8696369;Suppression;;;
8560811;Suppression;;;
8609336;Suppression;;;
8590483;Suppression;;;
8533810;Suppression;;;
8697026;Suppression;;;
8647092;Suppression;;;
8641045;Suppression;;;
8518772;Suppression;;;
8683266;Suppression;;;
8744840;Suppression;;;
8557188;Suppression;;;
8594656;Suppression;;;
8643253;Suppression;;;
8753331;Suppression;;;
8846134;Suppression;;;
8587572;Suppression;;;
8590461;Suppression;;;
8590587;Suppression;;;
8601329;Suppression;;;
8502460;Suppression;;;
8515582;Suppression;;;
8614777;Suppression;;;
8543776;Suppression;;;
8515252;Suppression;;;
8497370;Suppression;;;
8585054;Suppression;;;
8511445;Suppression;;;
8546292;Suppression;;;
8560818;Suppression;;;
8560755;Suppression;;;
8560762;Suppression;;;
8519107;Suppression;;;
8577331;Suppression;;;
8590491;Suppression;;;
8543737;Suppression;;;
8546630;Suppression;;;
8587252;Suppression;;;
8642620;Suppression;;;
8903411;Suppression;;;
8585023;Suppression;;;
8590786;Suppression;;;
8585029;Suppression;;;
8527100;Suppression;;;
8740857;Suppression;;;
8736433;Suppression;;;
8640702;Suppression;;;
8499900;Suppression;;;
8642936;Suppression;;;
8609984;Suppression;;;
8587580;Suppression;;;
8626934;Suppression;;;
8560388;Suppression;;;
8736731;Suppression;;;
8533814;Suppression;;;
8740543;Suppression;;;
8543091;Suppression;;;
8522610;Suppression;;;
8560402;Suppression;;;
8643576;Suppression;;;
8615091;Suppression;;;
8615131;Suppression;;;
8590585;Suppression;;;
8736371;Suppression;;;
8651933;Suppression;;;
8497373;Suppression;;;
8736428;Suppression;;;
8560700;Suppression;;;
8560724;Suppression;;;
8609978;Suppression;;;
8577369;Suppression;;;
8564849;Suppression;;;
8590777;Suppression;;;
8519117;Suppression;;;
8511422;Suppression;;;
8590561;Suppression;;;
560588;Suppression;;;
8546618;Suppression;;;
8533823;Suppression;;;
8533818;Suppression;;;
8497353;Suppression;;;
8609020;Suppression;;;
8590509;Suppression;;;
8615090;Suppression;;;
8736691;Suppression;;;
8560777;Suppression;;;
8651945;Suppression;;;
8497336;Suppression;;;
8736052;Suppression;;;
8496704;Suppression;;;
8511489;Suppression;;;
8736427;Suppression;;;
8560792;Suppression;;;
8521368;Suppression;;;
8590780;Suppression;;;
8609010;Suppression;;;
8736417;Suppression;;;
8499894;Suppression;;;
8535409;Suppression;;;
8585049;Suppression;;;
8626933;Suppression;;;
8639094;Suppression;;;
8504383;Suppression;;;
8614783;Suppression;;;
8736439;Suppression;;;
8590506;Suppression;;;
8683258;Suppression;;;
8697013;Suppression;;;
8577339;Suppression;;;
8546957;Suppression;;;
8546611;Suppression;;;
8519103;Suppression;;;
8590793;Suppression;;;
8594638;Suppression;;;
8683252;Suppression;;;
8611583;Suppression;;;
8622465;Suppression;;;
8736725;Suppression;;;
8560745;Suppression;;;
8533854;Suppression;;;
8515253;Suppression;;;
8515591;Suppression;;;
8526449;Suppression;;;
8560404;Suppression;;;
8753973;Suppression;;;
8638453;Suppression;;;
8587254;Suppression;;;
8624715;Suppression;;;
8543794;Suppression;;;
8842942;Suppression;;;
8736699;Suppression;;;
8609341;Suppression;;;
8642612;Suppression;;;
8511436;Suppression;;;
8590460;Suppression;;;
8622471;Suppression;;;
8577344;Suppression;;;
8642944;Suppression;;;
8748850;Suppression;;;
8585024;Suppression;;;
8585013;Suppression;;;
8647443;Suppression;;;
8583347;Suppression;;;
8560712;Suppression;;;
8590788;Suppression;;;
8519100;Suppression;;;
8502459;Suppression;;;
8588210;Suppression;;;
8748849;Suppression;;;
8622451;Suppression;;;
8868534;Suppression;;;
8515938;Suppression;;;
8594645;Suppression;;;
8642941;Suppression;;;
8651908;Suppression;;;
8753980;Suppression;;;
8697021;Suppression;;;
8511427;Suppression;;;
8736405;Suppression;;;
8585034;Suppression;;;
8511449;Suppression;;;
8590578;Suppression;;;
8543735;Suppression;;;
8643569;Suppression;;;
8642610;Suppression;;;
8511474;Suppression;;;
8683272;Suppression;;;
8577383;Suppression;;;
8560795;Suppression;;;
8625657;Suppression;;;
8594640;Suppression;;;
8519111;Suppression;;;
8611572;Suppression;;;
8659260;Suppression;;;
8519089;Suppression;;;
8518771;Suppression;;;
8590584;Suppression;;;
8504377;Suppression;;;
8552379;Suppression;;;
8622130;Suppression;;;
8591089;Suppression;;;
8621856;Suppression;;;
8640381;Suppression;;;
8560373;Suppression;;;
8590571;Suppression;;;
8594634;Suppression;;;
8622477;Suppression;;;
8590551;Suppression;;;
8740863;Suppression;;;
8641982;Suppression;;;
8615096;Suppression;;;
8651921;Suppression;;;
8546938;Suppression;;;
8622154;Suppression;;;
8740855;Suppression;;;
8647422;Suppression;;;
8560747;Suppression;;;
8585028;Suppression;;;
8736449;Suppression;;;
8560705;Suppression;;;
8736382;Suppression;;;
8654778;Suppression;;;
8683254;Suppression;;;
8621811;Suppression;;;
8627892;Suppression;;;
8590801;Suppression;;;
8594668;Suppression;;;
8642616;Suppression;;;
8736412;Suppression;;;
8511487;Suppression;;;
8502456;Suppression;;;
8712383;Suppression;;;
8614808;Suppression;;;
8744841;Suppression;;;
8594301;Suppression;;;
8639095;Suppression;;;
8624712;Suppression;;;
8683276;Suppression;;;
8502457;Suppression;;;
8614138;Suppression;;;
8497417;Suppression;;;
8560812;Suppression;;;
8557186;Suppression;;;
8736710;Suppression;;;
8546629;Suppression;;;
8583423;Suppression;;;
8527104;Suppression;;;
8637181;Suppression;;;
