pt_code;Attribut;Valeur N-1;Valeur N;Type
1338180;;;;Ajout
1337595;;;;Ajout
1343752;;;;Ajout
1339951;;;;Ajout
1352407;;;;Ajout
1339002;;;;Ajout
1342046;;;;Ajout
1338999;;;;Ajout
1338353;;;;Ajout
1339027;;;;Ajout
1348631;;;;Ajout
1344878;;;;Ajout
1346518;;;;Ajout
1338839;;;;Ajout
1341051;;;;Ajout
1450244;;;;Ajout
1338794;;;;Ajout
1337509;;;;Ajout
1346864;;;;Ajout
1337853;;;;Ajout
1348972;;;;Ajout
1339551;;;;Ajout
1337959;;;;Ajout
1347910;;;;Ajout
1348949;;;;Ajout
1345921;;;;Ajout
1339337;;;;Ajout
1340755;;;;Ajout
1339923;;;;Ajout
1344262;;;;Ajout
1353248;;;;Ajout
1338271;;;;Ajout
1341766;;;;Ajout
1339652;;;;Ajout
1338725;;;;Ajout
1348606;;;;Ajout
1340057;;;;Ajout
1347998;;;;Ajout
152927;;;;Ajout
1348625;;;;Ajout
1352910;;;;Ajout
1352994;;;;Ajout
1347347;;;;Ajout
1346793;;;;Ajout
1340025;;;;Ajout
1344271;;;;Ajout
1345956;;;;Ajout
1340715;;;;Ajout
1339527;;;;Ajout
178177;;;;Ajout
1353141;;;;Ajout
1347256;;;;Ajout
1346930;;;;Ajout
1348884;;;;Ajout
1352789;;;;Ajout
1340730;;;;Ajout
1345313;;;;Ajout
1338252;;;;Ajout
1339558;;;;Ajout
1339591;;;;Ajout
1348575;;;;Ajout
1352532;;;;Ajout
1340623;;;;Ajout
1337586;;;;Ajout
1346487;;;;Ajout
1337285;;;;Ajout
1340721;;;;Ajout
1339412;;;;Ajout
1339462;;;;Ajout
1346812;;;;Ajout
1344265;;;;Ajout
1346723;;;;Ajout
1344790;;;;Ajout
1347358;;;;Ajout
1337707;;;;Ajout
1352909;;;;Ajout
1340315;;;;Ajout
1339050;;;;Ajout
1338488;;;;Ajout
1353117;;;;Ajout
1369935;;;;Ajout
1348513;;;;Ajout
1340675;;;;Ajout
1338898;;;;Ajout
1339985;;;;Ajout
1340765;;;;Ajout
1341278;;;;Ajout
1343694;;;;Ajout
1347133;;;;Ajout
1347880;;;;Ajout
1346802;;;;Ajout
1345981;;;;Ajout
1347352;;;;Ajout
1348699;;;;Ajout
1349606;;;;Ajout
1338829;;;;Ajout
1339556;;;;Ajout
1347324;;;;Ajout
1337782;;;;Ajout
1341411;;;;Ajout
1342588;;;;Ajout
1338676;;;;Ajout
152752;;;;Ajout
1340747;;;;Ajout
1337702;;;;Ajout
1339432;;;;Ajout
1337913;;;;Ajout
1341997;;;;Ajout
1351858;;;;Ajout
1353108;;;;Ajout
1342586;;;;Ajout
1338922;;;;Ajout
1353653;;;;Ajout
1347359;;;;Ajout
1341314;;;;Ajout
1338666;;;;Ajout
1337489;;;;Ajout
1337714;;;;Ajout
1339355;;;;Ajout
1339171;;;;Ajout
1342014;;;;Ajout
1345445;;;;Ajout
1339992;;;;Ajout
1338851;;;;Ajout
491201;;;;Ajout
1347671;;;;Ajout
1349105;;;;Ajout
1340524;;;;Ajout
1338896;;;;Ajout
1338630;;;;Ajout
1339509;;;;Ajout
1351647;;;;Ajout
1337366;;;;Ajout
1346031;;;;Ajout
173013;;;;Ajout
1347789;;;;Ajout
1339155;;;;Ajout
1338615;;;;Ajout
1347375;;;;Ajout
1348748;;;;Ajout
1338910;;;;Ajout
1339047;;;;Ajout
1338726;;;;Ajout
1342614;;;;Ajout
1352786;;;;Ajout
1348482;;;;Ajout
1353648;;;;Ajout
1340797;;;;Ajout
1348980;;;;Ajout
1764485;;;;Ajout
1345510;;;;Ajout
1340919;;;;Ajout
1346748;;;;Ajout
1348148;;;;Ajout
1348009;;;;Ajout
1350244;;;;Ajout
1347938;;;;Ajout
1353634;;;;Ajout
1337583;;;;Ajout
1343151;;;;Ajout
1345456;;;;Ajout
1338084;;;;Ajout
1350547;;;;Ajout
1347425;;;;Ajout
1337540;;;;Ajout
1340557;;;;Ajout
1325805;;;;Ajout
1338052;;;;Ajout
1345418;;;;Ajout
1338675;;;;Ajout
1338037;;;;Ajout
1347888;;;;Ajout
1337834;;;;Ajout
1340241;;;;Ajout
1337479;;;;Ajout
1347451;;;;Ajout
1339189;;;;Ajout
1337724;;;;Ajout
1337298;;;;Ajout
1346630;;;;Ajout
1337316;;;;Ajout
1345919;;;;Ajout
1348898;;;;Ajout
1338754;;;;Ajout
1342045;;;;Ajout
1353247;;;;Ajout
1347769;;;;Ajout
1351416;;;;Ajout
1338415;;;;Ajout
1337976;;;;Ajout
1337637;;;;Ajout
1339565;;;;Ajout
1353493;;;;Ajout
1340906;;;;Ajout
1339648;;;;Ajout
1339394;;;;Ajout
1338068;;;;Ajout
1352908;;;;Ajout
1339072;;;;Ajout
1337713;;;;Ajout
1347914;;;;Ajout
1337829;;;;Ajout
1337914;;;;Ajout
1342748;;;;Ajout
1341933;;;;Ajout
1346735;;;;Ajout
1347320;;;;Ajout
1346698;;;;Ajout
1337640;;;;Ajout
1348619;;;;Ajout
1338623;;;;Ajout
1347402;;;;Ajout
1345374;;;;Ajout
1348935;;;;Ajout
1339576;;;;Ajout
1338904;;;;Ajout
1347925;;;;Ajout
1338254;;;;Ajout
1338031;;;;Ajout
1337513;;;;Ajout
1389151;;;;Ajout
1340102;;;;Ajout
1340440;;;;Ajout
1337574;;;;Ajout
1338657;;;;Ajout
1338143;;;;Ajout
1346696;;;;Ajout
1347665;;;;Ajout
1348727;;;;Ajout
1348057;;;;Ajout
1340040;;;;Ajout
1346480;;;;Ajout
1341816;;;;Ajout
1348003;;;;Ajout
1339292;;;;Ajout
1337543;;;;Ajout
1339588;;;;Ajout
1338895;;;;Ajout
1339504;;;;Ajout
1345293;;;;Ajout
1339191;;;;Ajout
1338430;;;;Ajout
1341733;;;;Ajout
1345006;;;;Ajout
1338325;;;;Ajout
1348978;;;;Ajout
1338887;;;;Ajout
1345463;;;;Ajout
1339528;;;;Ajout
1345425;;;;Ajout
1339448;;;;Ajout
1338122;;;;Ajout
1345382;;;;Ajout
1348493;;;;Ajout
1337901;;;;Ajout
1339422;;;;Ajout
1341775;;;;Ajout
149072;;;;Ajout
1339236;;;;Ajout
1340048;;;;Ajout
1352122;;;;Ajout
1337415;;;;Ajout
1339947;;;;Ajout
1353471;;;;Ajout
1339501;;;;Ajout
1346718;;;;Ajout
1349107;;;;Ajout
1338005;;;;Ajout
1341928;;;;Ajout
1399682;;;;Ajout
1346421;;;;Ajout
1343724;;;;Ajout
1344715;;;;Ajout
1340331;;;;Ajout
1348691;;;;Ajout
1347652;;;;Ajout
1345407;;;;Ajout
1338882;;;;Ajout
1347901;;;;Ajout
1338160;;;;Ajout
152012;;;;Ajout
1340649;;;;Ajout
1341060;;;;Ajout
1347131;;;;Ajout
1347916;;;;Ajout
1339572;;;;Ajout
1338157;;;;Ajout
1338964;;;;Ajout
1342601;;;;Ajout
1337622;;;;Ajout
1337399;;;;Ajout
1344754;;;;Ajout
1337940;;;;Ajout
1338013;;;;Ajout
1344748;;;;Ajout
1347163;;;;Ajout
1338408;;;;Ajout
1337502;;;;Ajout
1339281;;;;Ajout
1337466;;;;Ajout
1348244;;;;Ajout
1337545;;;;Ajout
1338169;;;;Ajout
1337835;;;;Ajout
1348129;;;;Ajout
1341059;;;;Ajout
1338171;;;;Ajout
1339295;;;;Ajout
1347164;;;;Ajout
1342573;;;;Ajout
1338028;;;;Ajout
1344372;;;;Ajout
1360649;;;;Ajout
1345957;;;;Ajout
1340056;;;;Ajout
1338432;;;;Ajout
1342561;;;;Ajout
1339282;;;;Ajout
1351492;;;;Ajout
1342008;;;;Ajout
1341150;;;;Ajout
1339381;;;;Ajout
1339341;;;;Ajout
1348761;;;;Ajout
1347423;;;;Ajout
1339513;;;;Ajout
1346805;;;;Ajout
1339671;;;;Ajout
1338594;;;;Ajout
1353658;;;;Ajout
1345979;;;;Ajout
1344371;;;;Ajout
1344374;;;;Ajout
1346728;;;;Ajout
1338745;;;;Ajout
1337514;;;;Ajout
1347360;;;;Ajout
182768;;;;Ajout
1348060;;;;Ajout
1338116;;;;Ajout
1338039;;;;Ajout
1346756;;;;Ajout
1352403;;;;Ajout
1338020;;;;Ajout
1345936;;;;Ajout
1338300;;;;Ajout
1341875;;;;Ajout
1340761;;;;Ajout
1338831;;;;Ajout
1341222;;;;Ajout
1338981;;;;Ajout
1347787;;;;Ajout
1353398;;;;Ajout
1337375;;;;Ajout
1766401;;;;Ajout
2633602;;;;Ajout
1338295;;;;Ajout
1347462;;;;Ajout
1337555;;;;Ajout
1348250;;;;Ajout
1337175;;;;Ajout
1348251;;;;Ajout
1339508;;;;Ajout
1344367;;;;Ajout
1341994;;;;Ajout
1341061;;;;Ajout
1338483;;;;Ajout
1346944;;;;Ajout
1340768;;;;Ajout
1346734;;;;Ajout
1337511;;;;Ajout
1348708;;;;Ajout
1337496;;;;Ajout
1339011;;;;Ajout
1341313;;;;Ajout
1339185;;;;Ajout
1339031;;;;Ajout
1341804;;;;Ajout
1339555;;;;Ajout
1338187;;;;Ajout
1344305;;;;Ajout
1352801;;;;Ajout
1340646;;;;Ajout
1339242;;;;Ajout
1338265;;;;Ajout
1342608;;;;Ajout
1341083;;;;Ajout
168546;;;;Ajout
1338661;;;;Ajout
1346458;;;;Ajout
1339649;;;;Ajout
1341216;;;;Ajout
1353007;;;;Ajout
1809905;;;;Ajout
1341440;;;;Ajout
1340685;;;;Ajout
1338597;;;;Ajout
1340592;;;;Ajout
1341175;;;;Ajout
1345314;;;;Ajout
1340496;;;;Ajout
1348743;;;;Ajout
1344370;;;;Ajout
1341869;;;;Ajout
1339450;;;;Ajout
1340929;;;;Ajout
1360641;;;;Ajout
1348882;;;;Ajout
1338405;;;;Ajout
1338591;;;;Ajout
1337766;;;;Ajout
1338674;;;;Ajout
1348524;;;;Ajout
1338153;;;;Ajout
1338480;;;;Ajout
1339339;;;;Ajout
1345422;;;;Ajout
1337894;;;;Ajout
1340669;;;;Ajout
1337663;;;;Ajout
1339253;;;;Ajout
1353508;;;;Ajout
1342651;;;;Ajout
1337534;;;;Ajout
1339229;;;;Ajout
1344253;;;;Ajout
1341769;;;;Ajout
1337372;;;;Ajout
1339521;;;;Ajout
1344361;;;;Ajout
1724807;;;;Ajout
1337670;;;;Ajout
1353552;;;;Ajout
1339455;;;;Ajout
1346823;;;;Ajout
1338976;;;;Ajout
1339438;;;;Ajout
1338629;;;;Ajout
1338078;;;;Ajout
1337907;;;;Ajout
1338819;;;;Ajout
1339070;;;;Ajout
1343053;;;;Ajout
1338795;;;;Ajout
1338893;;;;Ajout
1348989;;;;Ajout
1345963;;;;Ajout
1338040;;;;Ajout
1338610;;;;Ajout
1338077;;;;Ajout
1346629;;;;Ajout
1338626;;;;Ajout
1338907;;;;Ajout
1342000;;;;Ajout
1342752;;;;Ajout
1339278;;;;Ajout
1342040;;;;Ajout
1338481;;;;Ajout
1346692;;;;Ajout
1348696;;;;Ajout
1338899;;;;Ajout
1338799;;;;Ajout
1345446;;;;Ajout
155659;;;;Ajout
1337436;;;;Ajout
1337863;;;;Ajout
1340072;;;;Ajout
1337461;;;;Ajout
1339023;;;;Ajout
1353006;;;;Ajout
1340053;;;;Ajout
1341863;;;;Ajout
1337256;;;;Ajout
1351983;;;;Ajout
1340859;;;;Ajout
171120;;;;Ajout
1339519;;;;Ajout
1339939;;;;Ajout
1337398;;;;Ajout
1339028;;;;Ajout
1337507;;;;Ajout
1347398;;;;Ajout
1343712;;;;Ajout
1348494;;;;Ajout
1340736;;;;Ajout
1346889;;;;Ajout
1340824;;;;Ajout
1338141;;;;Ajout
1338861;;;;Ajout
1338808;;;;Ajout
1345930;;;;Ajout
1369936;;;;Ajout
1338877;;;;Ajout
1343179;;;;Ajout
1344373;;;;Ajout
1337954;;;;Ajout
1348104;;;;Ajout
1345839;;;;Ajout
1347407;;;;Ajout
640961;;;;Ajout
1352957;;;;Ajout
1340032;;;;Ajout
1348730;;;;Ajout
1340712;;;;Ajout
1341221;;;;Ajout
1338625;;;;Ajout
1348512;;;;Ajout
1340782;;;;Ajout
1338282;;;;Ajout
1337368;;;;Ajout
1339378;;;;Ajout
1337997;;;;Ajout
1351857;;;;Ajout
1346749;;;;Ajout
1340638;;;;Ajout
7777078;;;;Ajout
1346035;;;;Ajout
1346863;;;;Ajout
1338888;;;;Ajout
1340858;;;;Ajout
1339284;;;;Ajout
1348496;;;;Ajout
1339056;;;;Ajout
1346860;;;;Ajout
1339045;;;;Ajout
1339580;;;;Ajout
1346887;;;;Ajout
1340731;;;;Ajout
1338608;;;;Ajout
1344898;;;;Ajout
1346768;;;;Ajout
1353497;;;;Ajout
1340064;;;;Ajout
1338417;;;;Ajout
1344364;;;;Ajout
1346815;;;;Ajout
1340097;;;;Ajout
1341868;;;;Ajout
1351784;;;;Ajout
1389149;;;;Ajout
1348509;;;;Ajout
1344263;;;;Ajout
1343703;;;;Ajout
1348983;;;;Ajout
1338677;;;;Ajout
1338840;;;;Ajout
1340497;;;;Ajout
1339313;;;;Ajout
1348130;;;;Ajout
1340912;;;;Ajout
1346836;;;;Ajout
1347530;;;;Ajout
1381763;;;;Ajout
1338487;;;;Ajout
1339938;;;;Ajout
1339507;;;;Ajout
1344310;;;;Ajout
1346703;;;;Ajout
1348022;;;;Ajout
1338857;;;;Ajout
1347781;;;;Ajout
1346449;;;;Ajout
1344366;;;;Ajout
1337342;;;;Ajout
1348974;;;;Ajout
1339709;;;;Ajout
1347140;;;;Ajout
1338645;;;;Ajout
1340024;;;;Ajout
1339496;;;;Ajout
1344794;;;;Ajout
1337632;;;;Ajout
1340086;;;;Ajout
1346857;;;;Ajout
1340816;;;;Ajout
1339542;;;;Ajout
1347777;;;;Ajout
1339804;;;;Ajout
1347460;;;;Ajout
1344857;;;;Ajout
1348764;;;;Ajout
1340727;;;;Ajout
1337493;;;;Ajout
1341198;;;;Ajout
1350376;;;;Ajout
1337764;;;;Ajout
1337762;;;;Ajout
1348030;;;;Ajout
1337274;;;;Ajout
1345942;;;;Ajout
1349514;;;;Ajout
1343168;;;;Ajout
1338860;;;;Ajout
1347793;;;;Ajout
1338494;;;;Ajout
1338062;;;;Ajout
1339476;;;;Ajout
1345256;;;;Ajout
1346420;;;;Ajout
1352269;;;;Ajout
1338719;;;;Ajout
1351875;;;;Ajout
1341935;;;;Ajout
1338906;;;;Ajout
1348363;;;;Ajout
1349509;;;;Ajout
1339686;;;;Ajout
1338406;;;;Ajout
1348697;;;;Ajout
1340495;;;;Ajout
1353632;;;;Ajout
1340547;;;;Ajout
1339956;;;;Ajout
1340532;;;;Ajout
1338747;;;;Ajout
1341901;;;;Ajout
1337710;;;;Ajout
1338004;;;;Ajout
1348562;;;;Ajout
1352130;;;;Ajout
1338015;;;;Ajout
1342562;;;;Ajout
1337607;;;;Ajout
1339537;;;;Ajout
1345312;;;;Ajout
1338117;;;;Ajout
1340590;;;;Ajout
1337603;;;;Ajout
158130;;;;Ajout
1340494;;;;Ajout
1347317;;;;Ajout
1337570;;;;Ajout
1337562;;;;Ajout
1348571;;;;Ajout
1340934;;;;Ajout
1342001;;;;Ajout
1353104;;;;Ajout
1338240;;;;Ajout
1343713;;;;Ajout
1346765;;;;Ajout
1347663;;;;Ajout
1348010;;;;Ajout
1346890;;;;Ajout
1338341;;;;Ajout
1340523;;;;Ajout
1339505;;;;Ajout
1338843;;;;Ajout
1348561;;;;Ajout
1352101;;;;Ajout
1337777;;;;Ajout
1341089;;;;Ajout
1345904;;;;Ajout
1351878;;;;Ajout
1352799;;;;Ajout
1339299;;;;Ajout
1347346;;;;Ajout
1339636;;;;Ajout
1352785;;;;Ajout
1339449;;;;Ajout
1344883;;;;Ajout
1346861;;;;Ajout
1353463;;;;Ajout
1339624;;;;Ajout
1344284;;;;Ajout
1348131;;;;Ajout
1337937;;;;Ajout
1351924;;;;Ajout
1350246;;;;Ajout
1339342;;;;Ajout
1339928;;;;Ajout
1345392;;;;Ajout
1341187;;;;Ajout
1347966;;;;Ajout
1348121;;;;Ajout
1348481;;;;Ajout
180942;;;;Ajout
1347328;;;;Ajout
1347971;;;;Ajout
1337966;;;;Ajout
1338975;;;;Ajout
1341276;;;;Ajout
1360962;;;;Ajout
1338715;;;;Ajout
1348508;;;;Ajout
1343754;;;;Ajout
1340779;;;;Ajout
1346451;;;;Ajout
1338426;;;;Ajout
1341796;;;;Ajout
175176;;;;Ajout
1341408;;;;Ajout
1348599;;;;Ajout
1339646;;;;Ajout
1347215;;;;Ajout
1337268;;;;Ajout
1348485;;;;Ajout
1347316;;;;Ajout
1346762;;;;Ajout
1339361;;;;Ajout
1343173;;;;Ajout
1337409;;;;Ajout
1348253;;;;Ajout
1337356;;;;Ajout
1343715;;;;Ajout
1341062;;;;Ajout
1367044;;;;Ajout
1346592;;;;Ajout
1350260;;;;Ajout
1337396;;;;Ajout
1345378;;;;Ajout
1348698;;;;Ajout
1340762;;;;Ajout
1337839;;;;Ajout
1347414;;;;Ajout
1353549;;;;Ajout
573121;;;;Ajout
1341085;;;;Ajout
1348113;;;;Ajout
1353280;;;;Ajout
1348254;;;;Ajout
1339243;;;;Ajout
1340095;;;;Ajout
1337597;;;;Ajout
1339552;;;;Ajout
1340737;;;;Ajout
1341316;;;;Ajout
1345928;;;;Ajout
1345323;;;;Ajout
1341199;;;;Ajout
1346478;;;;Ajout
1339512;;;;Ajout
1348953;;;;Ajout
1339922;;;;Ajout
1347792;;;;Ajout
1337578;;;;Ajout
1348742;;;;Ajout
1345961;;;;Ajout
1369922;;;;Ajout
1338162;;;;Ajout
1343702;;;;Ajout
1341326;;;;Ajout
1348558;;;;Ajout
1337942;;;;Ajout
1337382;;;;Ajout
1341206;;;;Ajout
1338111;;;;Ajout
1342649;;;;Ajout
1338413;;;;Ajout
1337977;;;;Ajout
1340749;;;;Ajout
1346626;;;;Ajout
1348766;;;;Ajout
1337618;;;;Ajout
1338332;;;;Ajout
1337385;;;;Ajout
1345975;;;;Ajout
1339626;;;;Ajout
1353224;;;;Ajout
1344856;;;;Ajout
1341862;;;;Ajout
1345375;;;;Ajout
1347421;;;;Ajout
1338881;;;;Ajout
1353270;;;;Ajout
1352028;;;;Ajout
1344916;;;;Ajout
1340256;;;;Ajout
1344743;;;;Ajout
1344823;;;;Ajout
1353519;;;;Ajout
1348238;;;;Ajout
1339506;;;;Ajout
1340728;;;;Ajout
1337616;;;;Ajout
1337254;;;;Ajout
1763522;;;;Ajout
1345363;;;;Ajout
7777132;;;;Ajout
1337932;;;;Ajout
1347217;;;;Ajout
1347457;;;;Ajout
1346050;;;;Ajout
1341818;;;;Ajout
1340033;;;;Ajout
1338873;;;;Ajout
1341909;;;;Ajout
1341285;;;;Ajout
1338420;;;;Ajout
1360973;;;;Ajout
1348249;;;;Ajout
1337539;;;;Ajout
1339182;;;;Ajout
1338044;;;;Ajout
1347898;;;;Ajout
1347368;;;;Ajout
1337208;;;;Ajout
1337984;;;;Ajout
1353506;;;;Ajout
1341417;;;;Ajout
1347669;;;;Ajout
1340650;;;;Ajout
1338484;;;;Ajout
1345395;;;;Ajout
1343162;;;;Ajout
1337473;;;;Ajout
1342563;;;;Ajout
1340170;;;;Ajout
1338649;;;;Ajout
1346481;;;;Ajout
1338100;;;;Ajout
1346769;;;;Ajout
1351871;;;;Ajout
1349604;;;;Ajout
1338107;;;;Ajout
1338307;;;;Ajout
2495036;;;;Ajout
1345914;;;;Ajout
1340526;;;;Ajout
1353121;;;;Ajout
1347394;;;;Ajout
1344885;;;;Ajout
1337978;;;;Ajout
182353;;;;Ajout
1341282;;;;Ajout
1348516;;;;Ajout
1347897;;;;Ajout
1337544;;;;Ajout
1342009;;;;Ajout
1348511;;;;Ajout
1352120;;;;Ajout
1348005;;;;Ajout
1341763;;;;Ajout
181824;;;;Ajout
1348879;;;;Ajout
1337939;;;;Ajout
1360650;;;;Ajout
1337305;;;;Ajout
1338613;;;;Ajout
1339639;;;;Ajout
1347410;;;;Ajout
1341445;;;;Ajout
1340607;;;;Ajout
1341182;;;;Ajout
1353399;;;;Ajout
1343716;;;;Ajout
1337491;;;;Ajout
1350545;;;;Ajout
1340516;;;;Ajout
1341996;;;;Ajout
1347406;;;;Ajout
1345974;;;;Ajout
1341283;;;;Ajout
1338606;;;;Ajout
1339532;;;;Ajout
1340645;;;;Ajout
1339368;;;;Ajout
1339033;;;;Ajout
1347903;;;;Ajout
1337985;;;;Ajout
1351746;;;;Ajout
1361281;;;;Ajout
1346929;;;;Ajout
1368001;;;;Ajout
1342617;;;;Ajout
1338923;;;;Ajout
1339592;;;;Ajout
1347778;;;;Ajout
1338184;;;;Ajout
1337763;;;;Ajout
1338742;;;;Ajout
1341797;;;;Ajout
1344896;;;;Ajout
1343717;;;;Ajout
1348059;;;;Ajout
1349550;;;;Ajout
1345959;;;;Ajout
1338900;;;;Ajout
1341895;;;;Ajout
1345906;;;;Ajout
1344775;;;;Ajout
1351716;;;;Ajout
1346029;;;;Ajout
1337572;;;;Ajout
1342641;;;;Ajout
1348498;;;;Ajout
1338302;;;;Ajout
1345044;;;;Ajout
1344275;;;;Ajout
1338815;;;;Ajout
1350235;;;;Ajout
1347395;;;;Ajout
1348984;;;;Ajout
1337569;;;;Ajout
1340756;;;;Ajout
1348763;;;;Ajout
1338977;;;;Ajout
1352404;;;;Ajout
1340591;;;;Ajout
1352115;;;;Ajout
1341344;;;;Ajout
1344747;;;;Ajout
1341068;;;;Ajout
1338734;;;;Ajout
1339420;;;;Ajout
1352106;;;;Ajout
1348103;;;;Ajout
1338650;;;;Ajout
1337862;;;;Ajout
1344890;;;;Ajout
1338798;;;;Ajout
1337630;;;;Ajout
1338714;;;;Ajout
1337330;;;;Ajout
1352020;;;;Ajout
1340915;;;;Ajout
1338634;;;;Ajout
1337721;;;;Ajout
1339395;;;;Ajout
1337617;;;;Ajout
1346858;;;;Ajout
1337365;;;;Ajout
1339674;;;;Ajout
1339467;;;;Ajout
1347159;;;;Ajout
1346678;;;;Ajout
1338066;;;;Ajout
1340555;;;;Ajout
1340530;;;;Ajout
1337708;;;;Ajout
1341192;;;;Ajout
1345412;;;;Ajout
1347790;;;;Ajout
1338485;;;;Ajout
1338027;;;;Ajout
1341736;;;;Ajout
1347764;;;;Ajout
1347429;;;;Ajout
1339338;;;;Ajout
1338664;;;;Ajout
1337449;;;;Ajout
1341287;;;;Ajout
1339170;;;;Ajout
1345404;;;;Ajout
1347326;;;;Ajout
1338748;;;;Ajout
1337941;;;;Ajout
1347974;;;;Ajout
1337435;;;;Ajout
1344895;;;;Ajout
1340117;;;;Ajout
1340827;;;;Ajout
1347327;;;;Ajout
1340682;;;;Ajout
154023;;;;Ajout
1340600;;;;Ajout
1348608;;;;Ajout
1339386;;;;Ajout
1341311;;;;Ajout
1338949;;;;Ajout
1339117;;;;Ajout
1337701;;;;Ajout
1337678;;;;Ajout
1346791;;;;Ajout
1353356;;;;Ajout
1338972;;;;Ajout
1337320;;;;Ajout
1340601;;;;Ajout
1339051;;;;Ajout
1338270;;;;Ajout
1339020;;;;Ajout
1346517;;;;Ajout
1340621;;;;Ajout
1341927;;;;Ajout
1348143;;;;Ajout
1341441;;;;Ajout
1340622;;;;Ajout
1340595;;;;Ajout
1337926;;;;Ajout
1347926;;;;Ajout
1339389;;;;Ajout
1338082;;;;Ajout
1345509;;;;Ajout
1347348;;;;Ajout
1353659;;;;Ajout
1341320;;;;Ajout
1460803;;;;Ajout
1344298;;;;Ajout
1339074;;;;Ajout
1338287;;;;Ajout
1348596;;;;Ajout
1341695;;;;Ajout
1337957;;;;Ajout
1342750;;;;Ajout
1338744;;;;Ajout
1338935;;;;Ajout
1345326;;;;Ajout
1348966;;;;Ajout
177149;;;;Ajout
1367045;;;;Ajout
1346939;;;;Ajout
1339546;;;;Ajout
1342584;;;;Ajout
1339440;;;;Ajout
1340081;;;;Ajout
1348491;;;;Ajout
1353126;;;;Ajout
1337313;;;;Ajout
1346038;;;;Ajout
1369923;;;;Ajout
1340781;;;;Ajout
1352790;;;;Ajout
1339585;;;;Ajout
1346742;;;;Ajout
172441;;;;Ajout
1339710;;;;Ajout
1342581;;;;Ajout
1345911;;;;Ajout
1338842;;;;Ajout
1346683;;;;Ajout
1345254;;;;Ajout
1337712;;;;Ajout
1340692;;;;Ajout
1339557;;;;Ajout
1340034;;;;Ajout
1348942;;;;Ajout
1338868;;;;Ajout
1347337;;;;Ajout
1350373;;;;Ajout
1337476;;;;Ajout
1340156;;;;Ajout
1341146;;;;Ajout
1340173;;;;Ajout
1340760;;;;Ajout
1347879;;;;Ajout
7772473;;;;Ajout
1347772;;;;Ajout
1343175;;;;Ajout
1342002;;;;Ajout
193385;;;;Ajout
1339958;;;;Ajout
1338166;;;;Ajout
1347431;;;;Ajout
1341880;;;;Ajout
1339044;;;;Ajout
182476;;;;Ajout
1338132;;;;Ajout
1337271;;;;Ajout
1339357;;;;Ajout
1337504;;;;Ajout
1347283;;;;Ajout
1339444;;;;Ajout
1348136;;;;Ajout
1339454;;;;Ajout
1345465;;;;Ajout
1340071;;;;Ajout
1338477;;;;Ajout
1339492;;;;Ajout
1347161;;;;Ajout
1353012;;;;Ajout
1346891;;;;Ajout
1763523;;;;Ajout
1340150;;;;Ajout
1347369;;;;Ajout
1342039;;;;Ajout
1346452;;;;Ajout
1346679;;;;Ajout
1346489;;;;Ajout
1338418;;;;Ajout
1348031;;;;Ajout
1344304;;;;Ajout
1348630;;;;Ajout
1340027;;;;Ajout
1337667;;;;Ajout
1352679;;;;Ajout
1338278;;;;Ajout
1347887;;;;Ajout
1342033;;;;Ajout
1339653;;;;Ajout
1339058;;;;Ajout
1338293;;;;Ajout
1340074;;;;Ajout
1341765;;;;Ajout
1347126;;;;Ajout
1338939;;;;Ajout
1345450;;;;Ajout
1337971;;;;Ajout
1347667;;;;Ajout
1338352;;;;Ajout
1338985;;;;Ajout
1347529;;;;Ajout
1338154;;;;Ajout
1345938;;;;Ajout
1339941;;;;Ajout
1348523;;;;Ajout
1339286;;;;Ajout
1337772;;;;Ajout
1337993;;;;Ajout
1340904;;;;Ajout
1348119;;;;Ajout
1339310;;;;Ajout
1348659;;;;Ajout
161117;;;;Ajout
1339178;;;;Ajout
1348987;;;;Ajout
1339623;;;;Ajout
2389105;;;;Ajout
1339052;;;;Ajout
1344776;;;;Ajout
1347210;;;;Ajout
1338848;;;;Ajout
1340903;;;;Ajout
1348243;;;;Ajout
1348479;;;;Ajout
1347374;;;;Ajout
1360968;;;;Ajout
1352010;;;;Ajout
1346455;;;;Ajout
1340603;;;;Ajout
1352017;;;;Ajout
1343699;;;;Ajout
1342566;;;;Ajout
1350377;;;;Ajout
1348707;;;;Ajout
1348115;;;;Ajout
1344879;;;;Ajout
1339642;;;;Ajout
1339380;;;;Ajout
1352545;;;;Ajout
1348102;;;;Ajout
1341191;;;;Ajout
1347922;;;;Ajout
1724809;;;;Ajout
1346835;;;;Ajout
1338019;;;;Ajout
167238;;;;Ajout
1337652;;;;Ajout
1338750;;;;Ajout
1347884;;;;Ajout
1340026;;;;Ajout
1338872;;;;Ajout
1337450;;;;Ajout
1353000;;;;Ajout
1337458;;;;Ajout
1338852;;;;Ajout
1347416;;;;Ajout
1338905;;;;Ajout
1352099;;;;Ajout
1351466;;;;Ajout
1338241;;;;Ajout
1338000;;;;Ajout
1337995;;;;Ajout
1343180;;;;Ajout
1338151;;;;Ajout
1342587;;;;Ajout
1339510;;;;Ajout
1341912;;;;Ajout
1341899;;;;Ajout
1338761;;;;Ajout
1337948;;;;Ajout
1338678;;;;Ajout
1345009;;;;Ajout
1338482;;;;Ajout
1342603;;;;Ajout
1338933;;;;Ajout
1340616;;;;Ajout
1344282;;;;Ajout
