pt_code;Attribut;Valeur N-1;Valeur N;Type
1338050;;;;Ajout
1337612;;;;Ajout
1350204;;;;Ajout
1339188;;;;Ajout
1339525;;;;Ajout
1346494;;;;Ajout
1347314;;;;Ajout
1340655;;;;Ajout
1346676;;;;Ajout
1338796;;;;Ajout
1351715;;;;Ajout
1345394;;;;Ajout
1348501;;;;Ajout
1341053;;;;Ajout
1338137;;;;Ajout
1347202;;;;Ajout
1347774;;;;Ajout
1348747;;;;Ajout
1343269;;;;Ajout
1348098;;;;Ajout
1352996;;;;Ajout
2462398;;;;Ajout
1339517;;;;Ajout
1346616;;;;Ajout
1348473;;;;Ajout
1345902;;;;Ajout
1346566;;;;Ajout
1337697;;;;Ajout
1337444;;;;Ajout
1338916;;;;Ajout
1337457;;;;Ajout
1337615;;;;Ajout
1338038;;;;Ajout
1344764;;;;Ajout
2534706;;;;Ajout
1343166;;;;Ajout
541137;;;;Ajout
1348373;;;;Ajout
1338493;;;;Ajout
1348701;;;;Ajout
1340083;;;;Ajout
1353638;;;;Ajout
1339343;;;;Ajout
1345010;;;;Ajout
1337460;;;;Ajout
1337251;;;;Ajout
1341874;;;;Ajout
1337958;;;;Ajout
1344368;;;;Ajout
1352091;;;;Ajout
1340708;;;;Ajout
1337454;;;;Ajout
1339447;;;;Ajout
1348885;;;;Ajout
1347534;;;;Ajout
1340493;;;;Ajout
1341154;;;;Ajout
1339193;;;;Ajout
2634546;;;;Ajout
1339379;;;;Ajout
1344296;;;;Ajout
1338667;;;;Ajout
1338113;;;;Ajout
1341824;;;;Ajout
1340346;;;;Ajout
1338619;;;;Ajout
1340855;;;;Ajout
1345406;;;;Ajout
1343122;;;;Ajout
1343697;;;;Ajout
1341451;;;;Ajout
189495;;;;Ajout
1360647;;;;Ajout
1347211;;;;Ajout
1348020;;;;Ajout
1337269;;;;Ajout
1337290;;;;Ajout
1340720;;;;Ajout
1344893;;;;Ajout
1361283;;;;Ajout
1338632;;;;Ajout
1390086;;;;Ajout
1347363;;;;Ajout
1347367;;;;Ajout
1344779;;;;Ajout
1352071;;;;Ajout
1337849;;;;Ajout
1353138;;;;Ajout
1344280;;;;Ajout
1344892;;;;Ajout
1338953;;;;Ajout
1351649;;;;Ajout
1352402;;;;Ajout
1353145;;;;Ajout
1353343;;;;Ajout
1337765;;;;Ajout
1338767;;;;Ajout
1346730;;;;Ajout
1346832;;;;Ajout
1341155;;;;Ajout
1339041;;;;Ajout
1341890;;;;Ajout
1338957;;;;Ajout
1338321;;;;Ajout
1348105;;;;Ajout
1352153;;;;Ajout
1339948;;;;Ajout
1352907;;;;Ajout
1346943;;;;Ajout
1348897;;;;Ajout
1337650;;;;Ajout
1346895;;;;Ajout
1340316;;;;Ajout
1337774;;;;Ajout
168301;;;;Ajout
1346479;;;;Ajout
1341867;;;;Ajout
1337675;;;;Ajout
1352076;;;;Ajout
1338727;;;;Ajout
1337699;;;;Ajout
1346740;;;;Ajout
1347894;;;;Ajout
1340039;;;;Ajout
1346033;;;;Ajout
1341814;;;;Ajout
1339301;;;;Ajout
1348145;;;;Ajout
1341143;;;;Ajout
1339566;;;;Ajout
1337311;;;;Ajout
1338885;;;;Ajout
1347532;;;;Ajout
1339057;;;;Ajout
1338746;;;;Ajout
1345391;;;;Ajout
1339611;;;;Ajout
1360974;;;;Ajout
1345410;;;;Ajout
1341315;;;;Ajout
1337392;;;;Ajout
1337891;;;;Ajout
1360972;;;;Ajout
1337718;;;;Ajout
1346623;;;;Ajout
1352401;;;;Ajout
1337367;;;;Ajout
1338018;;;;Ajout
1341865;;;;Ajout
1341726;;;;Ajout
1339419;;;;Ajout
1347996;;;;Ajout
1340644;;;;Ajout
1346701;;;;Ajout
1341741;;;;Ajout
1341871;;;;Ajout
1341876;;;;Ajout
1338086;;;;Ajout
1339388;;;;Ajout
1339022;;;;Ajout
1344300;;;;Ajout
1339480;;;;Ajout
1339696;;;;Ajout
1432327;;;;Ajout
1345507;;;;Ajout
1346840;;;;Ajout
1337728;;;;Ajout
1339993;;;;Ajout
1342560;;;;Ajout
1347452;;;;Ajout
1337282;;;;Ajout
1351519;;;;Ajout
1338811;;;;Ajout
1347492;;;;Ajout
1338286;;;;Ajout
1347426;;;;Ajout
1337512;;;;Ajout
1348138;;;;Ajout
1341768;;;;Ajout
1339251;;;;Ajout
1347915;;;;Ajout
1346710;;;;Ajout
1341803;;;;Ajout
1337391;;;;Ajout
1338267;;;;Ajout
1348286;;;;Ajout
176739;;;;Ajout
1337902;;;;Ajout
1339495;;;;Ajout
1341204;;;;Ajout
1347205;;;;Ajout
1340589;;;;Ajout
1346030;;;;Ajout
1338105;;;;Ajout
1337464;;;;Ajout
1340090;;;;Ajout
1390081;;;;Ajout
1338411;;;;Ajout
1344855;;;;Ajout
1347794;;;;Ajout
1351464;;;;Ajout
1340060;;;;Ajout
1338011;;;;Ajout
1348878;;;;Ajout
1353342;;;;Ajout
1339038;;;;Ajout
1337837;;;;Ajout
1347257;;;;Ajout
1347214;;;;Ajout
1343756;;;;Ajout
1339429;;;;Ajout
1341189;;;;Ajout
1339487;;;;Ajout
1339075;;;;Ajout
1360645;;;;Ajout
1338148;;;;Ajout
1339174;;;;Ajout
1453121;;;;Ajout
1337352;;;;Ajout
1352131;;;;Ajout
1339810;;;;Ajout
1352109;;;;Ajout
155696;;;;Ajout
1337437;;;;Ajout
1338862;;;;Ajout
1339957;;;;Ajout
1341699;;;;Ajout
1346484;;;;Ajout
1340748;;;;Ajout
1337631;;;;Ajout
1337683;;;;Ajout
1337380;;;;Ajout
1338061;;;;Ajout
1338814;;;;Ajout
185540;;;;Ajout
1338596;;;;Ajout
1339309;;;;Ajout
1349510;;;;Ajout
1349516;;;;Ajout
1339416;;;;Ajout
1340038;;;;Ajout
1342571;;;;Ajout
1347408;;;;Ajout
1339340;;;;Ajout
1341777;;;;Ajout
1338620;;;;Ajout
1339430;;;;Ajout
1342574;;;;Ajout
1339239;;;;Ajout
1340800;;;;Ajout
1345002;;;;Ajout
1338908;;;;Ajout
1337847;;;;Ajout
1346829;;;;Ajout
1350382;;;;Ajout
1337557;;;;Ajout
1338317;;;;Ajout
1351796;;;;Ajout
1337843;;;;Ajout
1344774;;;;Ajout
1341063;;;;Ajout
182037;;;;Ajout
1345923;;;;Ajout
1346818;;;;Ajout
1346581;;;;Ajout
1340529;;;;Ajout
1348289;;;;Ajout
1338762;;;;Ajout
1338720;;;;Ajout
1339332;;;;Ajout
1348985;;;;Ajout
2499185;;;;Ajout
1346705;;;;Ajout
1351876;;;;Ajout
1352792;;;;Ajout
1340775;;;;Ajout
1360970;;;;Ajout
1338651;;;;Ajout
1339054;;;;Ajout
1339986;;;;Ajout
1338183;;;;Ajout
1338135;;;;Ajout
1337960;;;;Ajout
1339514;;;;Ajout
1339548;;;;Ajout
1352241;;;;Ajout
1345958;;;;Ajout
1346729;;;;Ajout
180711;;;;Ajout
1341896;;;;Ajout
1347454;;;;Ajout
1346726;;;;Ajout
1352251;;;;Ajout
1764484;;;;Ajout
1340896;;;;Ajout
1352252;;;;Ajout
1340594;;;;Ajout
1339643;;;;Ajout
1340324;;;;Ajout
1339984;;;;Ajout
1347254;;;;Ajout
1342652;;;;Ajout
1351646;;;;Ajout
1353139;;;;Ajout
1339192;;;;Ajout
1340665;;;;Ajout
1338322;;;;Ajout
1352798;;;;Ajout
1339016;;;;Ajout
1350374;;;;Ajout
1337686;;;;Ajout
1340073;;;;Ajout
1343051;;;;Ajout
1338729;;;;Ajout
1338828;;;;Ajout
1339489;;;;Ajout
1341801;;;;Ajout
1347970;;;;Ajout
1348366;;;;Ajout
1341734;;;;Ajout
1345383;;;;Ajout
1341913;;;;Ajout
1342607;;;;Ajout
1381761;;;;Ajout
1337474;;;;Ajout
1763521;;;;Ajout
1339335;;;;Ajout
1352126;;;;Ajout
1353230;;;;Ajout
846081;;;;Ajout
1337393;;;;Ajout
166894;;;;Ajout
1344915;;;;Ajout
1340734;;;;Ajout
1342753;;;;Ajout
1352078;;;;Ajout
2631359;;;;Ajout
1338342;;;;Ajout
1341324;;;;Ajout
1341886;;;;Ajout
1341704;;;;Ajout
1340657;;;;Ajout
1339311;;;;Ajout
1338124;;;;Ajout
1338637;;;;Ajout
1769281;;;;Ajout
1339590;;;;Ajout
1341737;;;;Ajout
1351717;;;;Ajout
1337315;;;;Ajout
1338631;;;;Ajout
1342048;;;;Ajout
1348759;;;;Ajout
1340639;;;;Ajout
1337706;;;;Ajout
1351999;;;;Ajout
1344714;;;;Ajout
1338716;;;;Ajout
3101088;;;;Ajout
1341279;;;;Ajout
1339482;;;;Ajout
1339465;;;;Ajout
1344877;;;;Ajout
1341808;;;;Ajout
1343696;;;;Ajout
1337579;;;;Ajout
1338239;;;;Ajout
1342572;;;;Ajout
1347935;;;;Ajout
173230;;;;Ajout
1341212;;;;Ajout
1337929;;;;Ajout
1339593;;;;Ajout
1347661;;;;Ajout
1348028;;;;Ajout
7654790;;;;Ajout
1346560;;;;Ajout
1337299;;;;Ajout
1341064;;;;Ajout
1338758;;;;Ajout
1352129;;;;Ajout
1338079;;;;Ajout
1346636;;;;Ajout
1348370;;;;Ajout
1338958;;;;Ajout
1339676;;;;Ajout
1337302;;;;Ajout
1345008;;;;Ajout
1348006;;;;Ajout
1347762;;;;Ajout
1345457;;;;Ajout
1341760;;;;Ajout
1351985;;;;Ajout
1337280;;;;Ajout
1351372;;;;Ajout
1370566;;;;Ajout
1337825;;;;Ajout
1338607;;;;Ajout
1339703;;;;Ajout
1338599;;;;Ajout
1348944;;;;Ajout
7714588;;;;Ajout
1338486;;;;Ajout
1339470;;;;Ajout
1348483;;;;Ajout
1347900;;;;Ajout
1339252;;;;Ajout
1341910;;;;Ajout
3101087;;;;Ajout
1340711;;;;Ajout
1340239;;;;Ajout
1338016;;;;Ajout
1341309;;;;Ajout
1347424;;;;Ajout
1347138;;;;Ajout
1338134;;;;Ajout
1337462;;;;Ajout
1353081;;;;Ajout
1341190;;;;Ajout
1345508;;;;Ajout
1348096;;;;Ajout
1339613;;;;Ajout
1348536;;;;Ajout
1340052;;;;Ajout
1348117;;;;Ajout
1339518;;;;Ajout
1337671;;;;Ajout
1352539;;;;Ajout
1346945;;;;Ajout
1340461;;;;Ajout
1338740;;;;Ajout
1337680;;;;Ajout
1352775;;;;Ajout
1338428;;;;Ajout
189384;;;;Ajout
1339248;;;;Ajout
1348013;;;;Ajout
1340713;;;;Ajout
1353092;;;;Ajout
1348108;;;;Ajout
1339990;;;;Ajout
1343695;;;;Ajout
1347200;;;;Ajout
1351651;;;;Ajout
1348139;;;;Ajout
1348948;;;;Ajout
1353370;;;;Ajout
1339622;;;;Ajout
1348739;;;;Ajout
1345905;;;;Ajout
1352805;;;;Ajout
1346699;;;;Ajout
1352413;;;;Ajout
1340778;;;;Ajout
1342010;;;;Ajout
1338602;;;;Ajout
1348655;;;;Ajout
1339612;;;;Ajout
1340767;;;;Ajout
1342478;;;;Ajout
1337700;;;;Ajout
1347657;;;;Ajout
1337639;;;;Ajout
1345898;;;;Ajout
1337554;;;;Ajout
1340107;;;;Ajout
1347420;;;;Ajout
1338648;;;;Ajout
1347321;;;;Ajout
1340433;;;;Ajout
1337674;;;;Ajout
1337841;;;;Ajout
1353144;;;;Ajout
1347276;;;;Ajout
1338147;;;;Ajout
1347929;;;;Ajout
1352281;;;;Ajout
1352124;;;;Ajout
1337431;;;;Ajout
1339161;;;;Ajout
1338846;;;;Ajout
1339285;;;;Ajout
1340043;;;;Ajout
1339048;;;;Ajout
1348567;;;;Ajout
1348938;;;;Ajout
1338812;;;;Ajout
1351986;;;;Ajout
1337614;;;;Ajout
1340674;;;;Ajout
1340745;;;;Ajout
1340729;;;;Ajout
1337325;;;;Ajout
1337945;;;;Ajout
1347919;;;;Ajout
1345401;;;;Ajout
1338647;;;;Ajout
1340920;;;;Ajout
1340045;;;;Ajout
1340619;;;;Ajout
1352275;;;;Ajout
1353514;;;;Ajout
1338891;;;;Ajout
1337983;;;;Ajout
1346715;;;;Ajout
1344365;;;;Ajout
1337850;;;;Ajout
1340059;;;;Ajout
1348240;;;;Ajout
1338652;;;;Ajout
1338347;;;;Ajout
1345934;;;;Ajout
1347216;;;;Ajout
1340610;;;;Ajout
1367047;;;;Ajout
1329564;;;;Ajout
1347495;;;;Ajout
1340609;;;;Ajout
1338489;;;;Ajout
1337395;;;;Ajout
1338288;;;;Ajout
1345761;;;;Ajout
1348526;;;;Ajout
1352015;;;;Ajout
1348116;;;;Ajout
1338176;;;;Ajout
1339460;;;;Ajout
1348532;;;;Ajout
1337625;;;;Ajout
1348693;;;;Ajout
1340656;;;;Ajout
1345807;;;;Ajout
1763524;;;;Ajout
1348572;;;;Ajout
1345964;;;;Ajout
1338824;;;;Ajout
1351476;;;;Ajout
1339688;;;;Ajout
1347258;;;;Ajout
1340758;;;;Ajout
1341762;;;;Ajout
1348381;;;;Ajout
1346800;;;;Ajout
1346744;;;;Ajout
1340764;;;;Ajout
1339162;;;;Ajout
1346833;;;;Ajout
1338655;;;;Ajout
1347329;;;;Ajout
1345983;;;;Ajout
1448334;;;;Ajout
1345007;;;;Ajout
1349512;;;;Ajout
1339680;;;;Ajout
1344827;;;;Ajout
1347458;;;;Ajout
1341802;;;;Ajout
1345452;;;;Ajout
1344376;;;;Ajout
1340231;;;;Ajout
1338559;;;;Ajout
1337722;;;;Ajout
1341174;;;;Ajout
1337919;;;;Ajout
1337935;;;;Ajout
1338156;;;;Ajout
1348934;;;;Ajout
1348492;;;;Ajout
2633601;;;;Ajout
154250;;;;Ajout
1347788;;;;Ajout
1349511;;;;Ajout
1341702;;;;Ajout
1341272;;;;Ajout
1345320;;;;Ajout
1347197;;;;Ajout
1337619;;;;Ajout
1340630;;;;Ajout
1339802;;;;Ajout
1352543;;;;Ajout
1346637;;;;Ajout
1347193;;;;Ajout
1348021;;;;Ajout
1348760;;;;Ajout
1348004;;;;Ajout
1345925;;;;Ajout
1348245;;;;Ajout
1339471;;;;Ajout
1341407;;;;Ajout
1351417;;;;Ajout
1346711;;;;Ajout
1339405;;;;Ajout
1348093;;;;Ajout
1337892;;;;Ajout
1341181;;;;Ajout
1340588;;;;Ajout
1337434;;;;Ajout
1339693;;;;Ajout
1337775;;;;Ajout
1338663;;;;Ajout
1345918;;;;Ajout
1337272;;;;Ajout
1337726;;;;Ajout
1343710;;;;Ajout
1341806;;;;Ajout
1346040;;;;Ajout
1338266;;;;Ajout
1348937;;;;Ajout
1339194;;;;Ajout
1340769;;;;Ajout
1340596;;;;Ajout
1339334;;;;Ajout
1339695;;;;Ajout
1338429;;;;Ajout
1339982;;;;Ajout
1341866;;;;Ajout
1339330;;;;Ajout
1346493;;;;Ajout
1346492;;;;Ajout
1348633;;;;Ajout
1340042;;;;Ajout
1338067;;;;Ajout
1342027;;;;Ajout
1346845;;;;Ajout
1346745;;;;Ajout
1339060;;;;Ajout
1347260;;;;Ajout
1337327;;;;Ajout
1340641;;;;Ajout
1348609;;;;Ajout
1348502;;;;Ajout
1339936;;;;Ajout
1337729;;;;Ajout
1352230;;;;Ajout
1339477;;;;Ajout
1338144;;;;Ajout
1344273;;;;Ajout
1341908;;;;Ajout
1340253;;;;Ajout
1348487;;;;Ajout
1347527;;;;Ajout
1337541;;;;Ajout
1345415;;;;Ajout
1338492;;;;Ajout
1351723;;;;Ajout
1338310;;;;Ajout
1338756;;;;Ajout
1351636;;;;Ajout
1348623;;;;Ajout
1348371;;;;Ajout
1353113;;;;Ajout
1341805;;;;Ajout
1347784;;;;Ajout
1340823;;;;Ajout
1347293;;;;Ajout
1338309;;;;Ajout
1345432;;;;Ajout
1348255;;;;Ajout
1341086;;;;Ajout
1345917;;;;Ajout
1347543;;;;Ajout
1346932;;;;Ajout
1346859;;;;Ajout
1343707;;;;Ajout
1345416;;;;Ajout
1337921;;;;Ajout
1347342;;;;Ajout
1339679;;;;Ajout
1340763;;;;Ajout
1344894;;;;Ajout
1338272;;;;Ajout
1341178;;;;Ajout
2602550;;;;Ajout
1346579;;;;Ajout
1337377;;;;Ajout
1347141;;;;Ajout
1337263;;;;Ajout
1340857;;;;Ajout
180704;;;;Ajout
1348977;;;;Ajout
1337624;;;;Ajout
1339232;;;;Ajout
1345969;;;;Ajout
1337445;;;;Ajout
1337973;;;;Ajout
1341255;;;;Ajout
1764482;;;;Ajout
1347261;;;;Ajout
1341414;;;;Ajout
1352372;;;;Ajout
1344303;;;;Ajout
1340628;;;;Ajout
1347766;;;;Ajout
1381764;;;;Ajout
1339442;;;;Ajout
1338145;;;;Ajout
1339991;;;;Ajout
1346801;;;;Ajout
1348767;;;;Ajout
1352119;;;;Ajout
1344930;;;;Ajout
1339010;;;;Ajout
1347921;;;;Ajout
1339651;;;;Ajout
1344791;;;;Ajout
1350375;;;;Ajout
1337890;;;;Ajout
1341925;;;;Ajout
1339374;;;;Ajout
1345809;;;;Ajout
1346578;;;;Ajout
1347531;;;;Ajout
1346852;;;;Ajout
1348762;;;;Ajout
166056;;;;Ajout
1345504;;;;Ajout
1346615;;;;Ajout
1337389;;;;Ajout
1347539;;;;Ajout
1338827;;;;Ajout
1342038;;;;Ajout
1346803;;;;Ajout
1352256;;;;Ajout
1338345;;;;Ajout
1339393;;;;Ajout
1346045;;;;Ajout
1345423;;;;Ajout
1348603;;;;Ajout
1346941;;;;Ajout
1340109;;;;Ajout
1337969;;;;Ajout
1352248;;;;Ajout
1353346;;;;Ajout
1340065;;;;Ajout
1337564;;;;Ajout
1348700;;;;Ajout
1345459;;;;Ajout
1352090;;;;Ajout
1338410;;;;Ajout
1337673;;;;Ajout
1346672;;;;Ajout
1352680;;;;Ajout
1344713;;;;Ajout
1340111;;;;Ajout
1339169;;;;Ajout
1338129;;;;Ajout
159086;;;;Ajout
1346032;;;;Ajout
1338582;;;;Ajout
1340696;;;;Ajout
1339024;;;;Ajout
1337830;;;;Ajout
1337968;;;;Ajout
1340051;;;;Ajout
1337613;;;;Ajout
1340120;;;;Ajout
1337284;;;;Ajout
1337824;;;;Ajout
1340238;;;;Ajout
1340089;;;;Ajout
1353501;;;;Ajout
1346934;;;;Ajout
1340726;;;;Ajout
1353344;;;;Ajout
1343055;;;;Ajout
1338106;;;;Ajout
1337944;;;;Ajout
1347411;;;;Ajout
1338879;;;;Ajout
1338001;;;;Ajout
1348734;;;;Ajout
1337346;;;;Ajout
1341152;;;;Ajout
1339468;;;;Ajout
1337620;;;;Ajout
1337329;;;;Ajout
1341936;;;;Ajout
1338085;;;;Ajout
1338470;;;;Ajout
1345366;;;;Ajout
1345939;;;;Ajout
1337432;;;;Ajout
1346831;;;;Ajout
1338987;;;;Ajout
1352249;;;;Ajout
1339530;;;;Ajout
1340688;;;;Ajout
1337265;;;;Ajout
1338728;;;;Ajout
1352397;;;;Ajout
1347213;;;;Ajout
1340070;;;;Ajout
1348144;;;;Ajout
1344276;;;;Ajout
1339699;;;;Ajout
1337485;;;;Ajout
1347209;;;;Ajout
1338291;;;;Ajout
1345417;;;;Ajout
1346048;;;;Ajout
1346844;;;;Ajout
1338114;;;;Ajout
1369925;;;;Ajout
1340434;;;;Ajout
1345573;;;;Ajout
1341934;;;;Ajout
1360976;;;;Ajout
1337498;;;;Ajout
1342648;;;;Ajout
1340611;;;;Ajout
1350249;;;;Ajout
1341892;;;;Ajout
1348729;;;;Ajout
1346712;;;;Ajout
1346482;;;;Ajout
1348142;;;;Ajout
1346515;;;;Ajout
1339809;;;;Ajout
1348883;;;;Ajout
1339362;;;;Ajout
1338188;;;;Ajout
1348752;;;;Ajout
1337859;;;;Ajout
1340613;;;;Ajout
1337999;;;;Ajout
1338033;;;;Ajout
1338984;;;;Ajout
1343706;;;;Ajout
1337904;;;;Ajout
1352004;;;;Ajout
1348475;;;;Ajout
1338892;;;;Ajout
1370565;;;;Ajout
1351404;;;;Ajout
1348967;;;;Ajout
1337905;;;;Ajout
1338158;;;;Ajout
1338121;;;;Ajout
1341148;;;;Ajout
1339435;;;;Ajout
1353251;;;;Ajout
1338883;;;;Ajout
1337252;;;;Ajout
1338733;;;;Ajout
1340167;;;;Ajout
1341211;;;;Ajout
1337773;;;;Ajout
1351461;;;;Ajout
1347362;;;;Ajout
1338738;;;;Ajout
1339390;;;;Ajout
1347905;;;;Ajout
1348293;;;;Ajout
1339692;;;;Ajout
1344793;;;;Ajout
1337411;;;;Ajout
1338834;;;;Ajout
1352117;;;;Ajout
1337249;;;;Ajout
1340114;;;;Ajout
1341084;;;;Ajout
1339931;;;;Ajout
1338244;;;;Ajout
1340694;;;;Ajout
1341793;;;;Ajout
1343719;;;;Ajout
1348017;;;;Ajout
1346684;;;;Ajout
1353500;;;;Ajout
1346419;;;;Ajout
1345910;;;;Ajout
1340746;;;;Ajout
1346849;;;;Ajout
1340687;;;;Ajout
1338643;;;;Ajout
1342005;;;;Ajout
1337916;;;;Ajout
1337481;;;;Ajout
1347201;;;;Ajout
1345840;;;;Ajout
1344921;;;;Ajout
1339042;;;;Ajout
1337658;;;;Ajout
1339638;;;;Ajout
1339560;;;;Ajout
1340799;;;;Ajout
1342004;;;;Ajout
1342580;;;;Ajout
1341761;;;;Ajout
1337349;;;;Ajout
1346605;;;;Ajout
1338558;;;;Ajout
1346446;;;;Ajout
1348089;;;;Ajout
1352233;;;;Ajout
1340559;;;;Ajout
1339589;;;;Ajout
1360961;;;;Ajout
1338139;;;;Ajout
1339619;;;;Ajout
1347160;;;;Ajout
1338051;;;;Ajout
1343751;;;;Ajout
1337826;;;;Ajout
1353010;;;;Ajout
1347357;;;;Ajout
1337689;;;;Ajout
1346938;;;;Ajout
1338118;;;;Ajout
1352116;;;;Ajout
1346591;;;;Ajout
1338863;;;;Ajout
1342650;;;;Ajout
1346763;;;;Ajout
1347654;;;;Ajout
1352103;;;;Ajout
1339068;;;;Ajout
1345322;;;;Ajout
1337844;;;;Ajout
1339037;;;;Ajout
1348702;;;;Ajout
755203;;;;Ajout
1348600;;;;Ajout
1337703;;;;Ajout
1340604;;;;Ajout
1347666;;;;Ajout
1340654;;;;Ajout
1346622;;;;Ajout
1346862;;;;Ajout
1340549;;;;Ajout
1338930;;;;Ajout
1347797;;;;Ajout
1348893;;;;Ajout
1344889;;;;Ajout
1339516;;;;Ajout
1339959;;;;Ajout
1338167;;;;Ajout
1337621;;;;Ajout
1346596;;;;Ajout
1343152;;;;Ajout
1341825;;;;Ajout
1338298;;;;Ajout
1339230;;;;Ajout
1337990;;;;Ajout
1348570;;;;Ajout
1338251;;;;Ajout
1348733;;;;Ajout
1340119;;;;Ajout
1345493;;;;Ajout
1343698;;;;Ajout
1340773;;;;Ajout
1348520;;;;Ajout
1350240;;;;Ajout
1341067;;;;Ajout
1341798;;;;Ajout
1337279;;;;Ajout
1342026;;;;Ajout
1337634;;;;Ajout
1345916;;;;Ajout
1339017;;;;Ajout
1338032;;;;Ajout
1346753;;;;Ajout
1340075;;;;Ajout
1338823;;;;Ajout
1338299;;;;Ajout
1339055;;;;Ajout
1352824;;;;Ajout
1348127;;;;Ajout
1352804;;;;Ajout
1337427;;;;Ajout
1338285;;;;Ajout
1343182;;;;Ajout
1338669;;;;Ajout
1344751;;;;Ajout
1129921;;;;Ajout
1346686;;;;Ajout
1337938;;;;Ajout
1340599;;;;Ajout
1367043;;;;Ajout
1341201;;;;Ajout
3101086;;;;Ajout
1344278;;;;Ajout
1351654;;;;Ajout
1348992;;;;Ajout
1339547;;;;Ajout
1340517;;;;Ajout
1337510;;;;Ajout
1337331;;;;Ajout
1341177;;;;Ajout
1338058;;;;Ajout
1341905;;;;Ajout
1339179;;;;Ajout
1347128;;;;Ajout
1339306;;;;Ajout
1346937;;;;Ajout
1348100;;;;Ajout
1349603;;;;Ajout
1353275;;;;Ajout
1337267;;;;Ajout
1337653;;;;Ajout
1348695;;;;Ajout
1346670;;;;Ajout
1338856;;;;Ajout
1347123;;;;Ajout
1339949;;;;Ajout
1348032;;;;Ajout
1338046;;;;Ajout
1346773;;;;Ajout
1350378;;;;Ajout
1352152;;;;Ajout
1353630;;;;Ajout
1360967;;;;Ajout
1348248;;;;Ajout
1348604;;;;Ajout
1347333;;;;Ajout
1338305;;;;Ajout
1338636;;;;Ajout
1337636;;;;Ajout
1337769;;;;Ajout
1352225;;;;Ajout
1338333;;;;Ajout
1346563;;;;Ajout
1346719;;;;Ajout
1340044;;;;Ajout
1344824;;;;Ajout
1337646;;;;Ajout
1339807;;;;Ajout
1348474;;;;Ajout
1338978;;;;Ajout
1340069;;;;Ajout
1338870;;;;Ajout
1341157;;;;Ajout
1339026;;;;Ajout
1343048;;;;Ajout
1339511;;;;Ajout
1347533;;;;Ajout
1341929;;;;Ajout
1348896;;;;Ajout
1337293;;;;Ajout
1348064;;;;Ajout
1348658;;;;Ajout
1337326;;;;Ajout
1340668;;;;Ajout
1347344;;;;Ajout
1347934;;;;Ajout
1340677;;;;Ajout
1339608;;;;Ajout
1338008;;;;Ajout
1346418;;;;Ajout
167636;;;;Ajout
1348709;;;;Ajout
1361285;;;;Ajout
1348703;;;;Ajout
1337276;;;;Ajout
1338670;;;;Ajout
1338423;;;;Ajout
1339234;;;;Ajout
1339184;;;;Ajout
1341872;;;;Ajout
1352231;;;;Ajout
1348018;;;;Ajout
1348521;;;;Ajout
1345787;;;;Ajout
1348598;;;;Ajout
1338269;;;;Ajout
1338845;;;;Ajout
1345428;;;;Ajout
1339980;;;;Ajout
1338741;;;;Ajout
1347892;;;;Ajout
1337456;;;;Ajout
1346804;;;;Ajout
1347544;;;;Ajout
1337598;;;;Ajout
1339431;;;;Ajout
1341052;;;;Ajout
1340118;;;;Ajout
1347800;;;;Ajout
1344309;;;;Ajout
1348505;;;;Ajout
1337860;;;;Ajout
1339012;;;;Ajout
1337403;;;;Ajout
1337438;;;;Ajout
1351637;;;;Ajout
1339159;;;;Ajout
1340319;;;;Ajout
1340629;;;;Ajout
1337596;;;;Ajout
1337989;;;;Ajout
1338152;;;;Ajout
1340620;;;;Ajout
1340658;;;;Ajout
1338841;;;;Ajout
1340759;;;;Ajout
1353004;;;;Ajout
1339411;;;;Ajout
1339683;;;;Ajout
1339356;;;;Ajout
1347166;;;;Ajout
1338235;;;;Ajout
1353133;;;;Ajout
1338419;;;;Ajout
1347294;;;;Ajout
1352958;;;;Ajout
1337845;;;;Ajout
1346868;;;;Ajout
1346942;;;;Ajout
1338006;;;;Ajout
1340548;;;;Ajout
1338034;;;;Ajout
1389150;;;;Ajout
1338853;;;;Ajout
1339490;;;;Ajout
1337642;;;;Ajout
1339392;;;;Ajout
1339328;;;;Ajout
1352277;;;;Ajout
1340570;;;;Ajout
1351718;;;;Ajout
1339499;;;;Ajout
1337758;;;;Ajout
1338722;;;;Ajout
1348384;;;;Ajout
1347917;;;;Ajout
1348058;;;;Ajout
1348016;;;;Ajout
1344783;;;;Ajout
1340757;;;;Ajout
1339049;;;;Ajout
1344264;;;;Ajout
1337889;;;;Ajout
1341179;;;;Ajout
1348894;;;;Ajout
1338982;;;;Ajout
1339053;;;;Ajout
1340092;;;;Ajout
1341819;;;;Ajout
1351860;;;;Ajout
1347415;;;;Ajout
1341828;;;;Ajout
1347339;;;;Ajout
1337459;;;;Ajout
1337467;;;;Ajout
1337952;;;;Ajout
1344858;;;;Ajout
1339439;;;;Ajout
1344777;;;;Ajout
1337353;;;;Ajout
1339621;;;;Ajout
1348663;;;;Ajout
1347931;;;;Ajout
1346825;;;;Ajout
1340235;;;;Ajout
1340436;;;;Ajout
1346688;;;;Ajout
1341772;;;;Ajout
1344268;;;;Ajout
1347893;;;;Ajout
1337946;;;;Ajout
1339575;;;;Ajout
1344884;;;;Ajout
1347212;;;;Ajout
1343829;;;;Ajout
1337690;;;;Ajout
