cb_code;Type;Attribut;Valeur N-1;Valeur N
20743456;Modification;cb_lgreel;1529.4142;1532.3955
17859876;Modification;cb_lgreel;922.4841;823.46
17859877;Modification;cb_lgreel;720.6239;469.5414
4597064;Modification;cb_lgreel;143.5235;152.4768
4605266;Modification;cb_lgreel;625.8411;624.5854
17392996;Modification;cb_lgreel;505.9079;470.7729
17392998;Modification;cb_lgreel;824.8933;841.3907
4605287;Modification;cb_lgreel;187.0969;229.9156
4600012;Modification;cb_lgreel;488.3131;487.0689
4613549;Modification;cb_lgreel;10.198;11.428
7226802;Modification;cb_lgreel;371.7657;336.7297
7226809;Modification;cb_lgreel;369.8765;336.0962
4638157;Modification;cb_lgreel;232.8205;230.5313
18384354;Modification;cb_lgreel;1595.4985;1552.8023
18384353;Modification;cb_lgreel;1828.5865;1907.5772
15189494;Modification;cb_lgreel;281.9361;280.6816
4613653;Modification;cb_lgreel;2051.8726;2053.0156
4613654;Modification;cb_lgreel;506.7438;504.598
41240099;Modification;cb_lgreel;54.6958;53.5014
29238838;Modification;cb_lgreel;1470.3681;1569.0146
34547298;Modification;cb_lgreel;385.2405;420.2895
14870114;Modification;cb_lgreel;837.29;816.703
22791783;Modification;cb_lgreel;995.6788;1004.7504
34629226;Modification;cb_lgreel;9.4464;8.1748
4634250;Modification;cb_lgreel;19.105;28.8467
4634252;Modification;cb_lgreel;263.1371;202.8848
17229477;Modification;cb_lgreel;905.2688;906.4201
4605625;Modification;cb_lgreel;4057.4674;2395.4618
17213154;Modification;cb_lgreel;495.7583;518.2783
17213155;Modification;cb_lgreel;298.1762;283.0667
17213156;Modification;cb_lgreel;1030.6859;1027.9902
17213157;Modification;cb_lgreel;513.7289;457.6059
19302129;Modification;cb_lgreel;929.6501;1232.7695
4630303;Modification;cb_lgreel;559.4885;555.1602
4622112;Modification;cb_lgreel;291.8587;293.0448
4622115;Modification;cb_lgreel;4439.1644;4438.0393
16582435;Modification;cb_lgreel;1736.3882;1737.5735
15288133;Modification;cb_lgreel;1018.3681;758.3192
15288132;Modification;cb_lgreel;1544.8479;1543.7444
4630358;Modification;cb_lgreel;572.9833;574.3213
4597603;Modification;cb_lgreel;1091.496;1109.3415
4941667;Modification;cb_lgreel;399.4153;397.7835
4941668;Modification;cb_lgreel;161.3878;165.9748
4630381;Modification;cb_lgreel;399.4659;400.6152
4630383;Modification;cb_lgreel;584.7266;588.6789
4605812;Modification;cb_lgreel;672.3183;671.3098
8464284;Modification;cb_lgreel;395.1007;564.5795
18065313;Modification;cb_lgreel;1022.17;2037.5394
18065314;Modification;cb_lgreel;717.0643;734.5845
6154146;Modification;cb_lgreel;462.005;465.6279
6154147;Modification;cb_lgreel;401.4207;413.014
17328050;Modification;cb_lgreel;705.7049;673.009
4614075;Modification;cb_lgreel;1089.6249;1101.1932
15566833;Modification;cb_lgreel;681.0341;730.5697
15566835;Modification;cb_lgreel;1257.8522;1274.1678
14840042;Modification;cb_lgreel;1725.0875;1805.6684
34023457;Modification;cb_lgreel;1433.3444;1454.4337
19138608;Modification;cb_lgreel;327.8542;313.1833
5941329;Modification;cb_lgreel;0.0054;11.631
4638827;Modification;cb_lgreel;12.7167;19.176
4638828;Modification;cb_lgreel;200.0122;206.4715
33048740;Modification;cb_lgreel;17.3096;16.0442
42756264;Modification;cb_lgreel;169.6357;63.1405
4597946;Modification;cb_lgreel;651.7451;650.7212
18573505;Modification;cb_lgreel;1137.8199;1149.8001
22276292;Modification;cb_lgreel;101.8777;103.2289
4614341;Modification;cb_lgreel;121.0318;132.7117
25741539;Modification;cb_lgreel;938.7849;855.8984
25741540;Modification;cb_lgreel;881.915;916.5275
4597999;Modification;cb_lgreel;684.2096;708.7998
16697633;Modification;cb_lgreel;1003.8249;1015.5284
36538659;Modification;cb_lgreel;309.7943;311.0524
36538660;Modification;cb_lgreel;210.1896;208.9897
36538661;Modification;cb_lgreel;11.1673;10.0878
36538662;Modification;cb_lgreel;281.1179;265.6471
16697635;Modification;cb_lgreel;1176.8324;1175.4423
37112103;Modification;cb_lgreel;3199.6207;3102.2078
4614443;Modification;cb_lgreel;603.2256;609.9743
7735602;Modification;cb_lgreel;1306.8576;1332.3922
17910130;Modification;cb_lgreel;928.4906;1047.0433
17910131;Modification;cb_lgreel;2312.3842;2296.4885
17910133;Modification;cb_lgreel;289.6391;401.7266
17910134;Modification;cb_lgreel;1919.6761;1945.8265
17910135;Modification;cb_lgreel;520.7973;566.3349
17910132;Modification;cb_lgreel;1077.4005;1048.6077
17910137;Modification;cb_lgreel;728.9724;765.5819
