bp_code;Type
IRS - Face au N??1 Rue Juliette SAVAR (N-1 CAA Creteil) - BPE 1;Ajout
IRS - N-1 CAA DAUMESNIL - BPE 1;Ajout
IRS - BI ECOLE_VAL_AUX_RENARDS (D83) - BPE 1;Ajout
OPALYS - 3 FONTANOTS VERS EGOUTS - BPE 1;Ajout
IRS - BI POP CEGETEL VEOLIA JOINVILLE-LE-PONT - BAT A - PIRELLI - BPE 1;Ajout
IRISE - ANGLE RUE DE PARIS_RUE FRANCINE FROMOND (LES LILAS) - BPE 1;Ajout
IRS - CHAMBRE 21A PLACE DE Belgique - BPE 1;Ajout
IRS - 34 RUE DE ROSNY (MONTREUIL) - BPE 1;Ajout
IRS - 12 RUE SAINTE-GENEVIEVE (RUNGIS) - BPE 1;Ajout
IRS - RUE DE STRASBOURG ADD1 (SAINT DENIS) - BPE 1;Ajout
BPE FT 331;Ajout
IRS - FT 50 - 3 AV JEAN JAURES (ILE-ST-DENIS) - BPE 1;Ajout
IRS -  FT 48 - ANGLE AV DES MINES-AV DU PETIT PARC (VINCENNES) - BPE 1;Ajout
IRS - 2 AV DES VIOLETTES (BONNEUIL SUR MARNE) - BPE 2;Ajout
IRISE - FT 404 - 31 RUE DU MARECHAL FOCH (VILLIERS SUR MARNE) - BPE 1;Ajout
N-1 URA BOISSY - BPE 1;Ajout
PRC CH IRISE (CH FT 5 PASSAGE CHARLES DEHAN);Ajout
IRS - RUE MAURICE ARNOUX-JULES GUESDES (MONTROUGE) - BPE 1;Ajout
PRC CAMERA C40 VILLIERS SUR MARNE - BPE 1;Ajout
IRS - FT 1273 -  33-29 AVENUE DES PERDRIX  (ST MAUR DES FOSSES) - BPE 1;Ajout
IRS - FT2161 - 86 RUE DES  RAMENAS ( MONTREUIL ) - BPE 1;Ajout
IRS - 61 R LES ENFANTS DU PARADIS - BPE 1;Ajout
IRS - ANATOLE FRANCE - BPE 1;Ajout
IRS - FT RUE DU GENERAL GALLIENI (VIROFLAY) - BPE 1;Ajout
IRS- GALERIE DE GAULLE (MONTROUGE) - BPE2;Ajout
IRS - FT 748 - 12 AVENUE DE L ISLE (VILLIERS SUR MARNE) - BPE 1;Ajout
IRS - 41 DR TENINE- PASSAGE 12FO - BPE 1;Ajout
IRS - EN FACE 1 AV MONTAIGNE - BPE 2;Ajout
IRS - FT - AV P.WILSON_AV GAL GALLIENI (JOINVILLE LE PONT) - BPE1;Ajout
IRS - IMPASSE PRE DIMANCHE (CRETEIL) - BPE 1;Ajout
IRS - FT 779 - BD DES FRERES VIGOUREUX (CLAMART) - BPE 1;Ajout
IRS - 81 RUE GAL LECLERC/RUE MOULIN BATEAU (SUCY EN BRIE) - BPE 1;Ajout
IRS - N-1 PISCINE GUIMIER - BPE 1;Ajout
IRS - 11 QUAI DES CARRIERES NC - BPE 1;Ajout
IRS - COMPAGNONS_LIBERATION (CRETEIL) - BPE 1;Ajout
IRS - C606 SDE 005 - RUE DE LA LIBERTE - BPE 2;Ajout
IRISE - FT 895 - RUE LEDRU ROLLIN (IVRY SUR SEINE) - BPE 1;Ajout
IRS - 79 BD WILSON (ROMAINVILLE) - BPE 1;Ajout
FT 770 - IRS - AV DU PRESIDENT F.ROOSELEVELT (THIAIS) - BPE 1;Ajout
IRS - AVENUE KARL MARX - BPE 1;Ajout
IRS - FT 297 - 3 RUE DU GENERAL CHANZY (CHARENTON LE PONT) - BPE 1;Ajout
IRIS - BIOP - 38 RUE PAUL BERT (CH25) (PARIS) - BPE1;Ajout
IRS - RUE F MAURIAC - BPE 1;Ajout
IRS - GARE DE VILLEPARISI - LDO204 ???? - BPE 1;Ajout
IRS - BI FRETTES_2 (D27) - BPE 1;Ajout
IRS - REPUBLIQUE_MAZOYER (AUBERVILLIERS) - BPE 1;Ajout
IRS - FT801 - 28 CHEMIN DES PRUNAIS (VILLIERS SUR MARNE) - BPE 1;Ajout
IRISE - ANGLE GARDINOUX-HUGO - BPE 1;Ajout
IRISE - 98 RUE SADI CARNOT (AUBERVILLIERS) - BPE 1;Ajout
IRS - FT 821 - 31 RUE GAULTIER (COURBEVOIE) - BPE 1;Ajout
PRC CAM 77-77A ROSNY SOUS BOIS;Ajout
IRS - PAPIN-GALILEE - BPE 1;Ajout
IRS - N-1 POP LA DOCUMENTATION (AUBERVILLIERS) - BPE 1;Ajout
IRS - 11 BD DE LA LIBERATION (ST DENIS) - BPE 1;Ajout
IRS - BI RESIDENCE_STE_COLOMBES (D11) - BPE 1;Ajout
IRS - REAUMUR_DE GAULLE (CLAMART) - BPE 1;Ajout
IRS - RUE JEAN ALLEMANE/AV  DE LA DIVISION  LECLERC (VILLETANEUSE) - BPE 1;Ajout
IRS - CH SAT SECURISEE CAM CAM14_FT8 - BPE 1;Ajout
IRS - FT 590 - 35 BOULEVARD JEAN JAURES (BOULOGNE BILLANCOURT) - BPE 1;Ajout
IRS - RUE DE LISBONNE (ROSNY-SOUS-BOIS) - BPE 1;Ajout
IRS - CENTRE GEOTHERMIQUE_HAY_LES_ROSES (C02) - BPE 2;Ajout
IRS - BI AREPA (D86) - BPE 1;Ajout
IRS - AV M LECLERC HAUTECLOQUE-PONT (LE BOURGET) - BPE 1;Ajout
IRS - FT 379 - ROUTE DE BRY - RUE ADRIEN MENTIENNE (VILLIERS SUR MARNE) - BPE 1;Ajout
IRS - BD PRESSENCE  - EX METROMEDIA (AUBERVILLIERS) - BPE1;Ajout
IRIS - FT813 - CH SAT SECURISEE CAM18 - BPE 1;Ajout
IRS - 176 AV JEAN LOLIVE (N-1 TELCITE IRISE PANTIN) - BPE 1;Ajout
IRS - 7 BD BELVEDERE - BPE 1;Ajout
BI 2 RUE LOUIS BLERIOT (CHEVILLY LARUE) - BPE 1;Ajout
IRS - FT588 - CH SAT SECURISEE CAM58 - BPE 1;Ajout
IRS - N-1 ECOLE DU CENTRE (ROSNY-SOUS-BOIS) - BPE 1;Ajout
IRS - ARISTIDE-BRIAND (CACHAN) - BPE 1;Ajout
N-1 POP VILLETANEUSE (MOUCHERONS) - BPE 1;Ajout
IRS - RUE LEJEUNE (MONTROUGE) - BPE 1;Ajout
IRS - 9 RUE PIERRE GEYSER (A CONFIRMER) - BPE 1;Ajout
BI POP FTTS ERAGNY (CENTRE);Ajout
IRS - RUE LAUTREAMONT (BOBIGNY)- BPE2;Ajout
CH COLT CAA ST DENIS - BPE 1;Ajout
BPE FT765;Ajout
BI POP VERIFONE ISSY - BPE 1;Ajout
IRS - MAUPASSANT-DECHARD - BPE 1;Ajout
ROUGET DE LISLE-CAMILLE DESMOULINS IRISE (ISSY LES MOULINEAUX) - BPE 1;Ajout
IRS - N-1 CAA ST OUEN (C109 SOU 006) - BPE 2;Ajout
IRS - BI SORBIERS_BAT_C (E03) - BPE 1;Ajout
IRISE - FT 441 - RUE DU GENERAL GALLIENI (VILLIERS SUR MARNE) - BPE1;Ajout
IRS - RUE LUZERNIERE (DUGNY) - BPE 1;Ajout
IRS - 10 BD DE L OISE (CERGY PONTOISE) - BPE1;Ajout
PRC TELCITE JOINVILLE - BPE 1;Ajout
IRS - N-1 96 BIS RUE DE CHAMPIGNY (CHENNEVIERES SUR MARNE) - BPE 1;Ajout
PRC INEO 1 EGLANTINE (FONTENAY-SOUS-BOIS) - BPE 1;Ajout
IRS - FT163 - N-1 BROSSOLETTE CH - BPE 1;Ajout
IRS - ANGLE RUE LA POSTE_BD DE L'OISE (CERGY) - BPE 1;Ajout
IRS - BI MEDIATHEQUE (D92) - BPE 1;Ajout
IRS - N-1 ADD2 EMILE ROUX - BPE 1;Ajout
FT - IRS - 6 BD VOLTAIRE (ISSY LES MOULINEAUX) - BPE 1;Ajout
IRS - FT 169 - 61 AV DU PRESIDENT WILSON (CACHAN) - BPE1;Ajout
IRS - QUAI DE CHOISY - BPE 1;Ajout
PRC INEO 4 ROLLAND (FONTENAY-SOUS-BOIS) - BPE 1;Ajout
IRS - 7 AV DE LA PALETTE (CERGY);Ajout
BI STADE 2 AVENUE DE NEPTUNE (ST MAUR) - BPE 1;Ajout
IRS - N-1 MAIRIE CHAVILLE - BPE 1;Ajout
IRS - C606 SDE 0006 - CHAMBRE N-1 CAA SAINT DENIS - BPE 1;Ajout
IRS - ANGLE COURS ARCHE QUEDON - JULES FERRY (NOISIEL) - BPE 1;Ajout
IRS - 39 AV DES GUILLERAIS (NANTERRE) - BPE 1;Ajout
BPE FT 356;Ajout
IRS - FT 583 - RUE DE L'AUBRAC (RUNGIS) - BPE 1;Ajout
IRS - 6 BLD DE VERDUN (COURBEVOIE) - BPE 1;Ajout
IRS - FT916 - 12 RUE DE L'EPINE PROLONGEE (BAGNOLET) - BPE 1;Ajout
IRS - 82 AV. DU GENERAL LECLERC (PANTIN) - BPE 1;Ajout
IRS - NEW CONVENTION PERI - BPE 1;Ajout
FT 02B - IRS - AV DE REPUBLIQUE (CHOISY-LE-ROI) - BPE 1;Ajout
IRS - NEUILLY_FEUILLERE (NOISY-LE-SEC) - BPE 1;Ajout
IRS - FT 1221 - 24 AVENUE KLEBER (COLOMBES) - BPE 1;Ajout
IRS - RUE FAIDHERBE (Nanterre) - BPE 1;Ajout
IRS - FT 673 - 6 RUE PABLO NERUDA (BAGNEUX) - BPE 1;Ajout
IRS - FT 162 - RUE JULIAN GRIMAU (VITRY-SUR-SEINE) - BPE 1;Ajout
IRS CHB PRESSENSE / RUE ST DENIS - BPE 1;Ajout
IRS - ANGLE DELAUNAY / RIMET - BPE 1;Ajout
IRS - N-1 POP SHELL NANTERRE - BPE 1;Ajout
IRS - BI RESIDENCE_CROIX_DU_SUD (A04) - BPE 1;Ajout
IRS - 20 AV DU PRESIDENT WILSON MONTREUIL - BPE 1;Ajout
IRS - ANGLE RUE DU CHEMIN DE FER/RUE DES GUENOTTES (CERGY) - BPE1;Ajout
IRS - BI LA_LIBERTE (D95) - BPE 1;Ajout
IRS - FT 414 - 32 RUE DE BITCHE (COURBEVOIE) - BPE 1;Ajout
IRS - BI SMRVA (MONTREUIL) - BPE 1;Ajout
IRISE - FT 363 - ALLEE EMILE ZOLA - BPE 1;Ajout
IRS - FT - ANGLZ AV DU PARC/BD DE L HAUTIL (CERGY) - BPE 1;Ajout
IRS-RUE DES SOLETS/ANGLE RUE DES CEVENNES (RUNGIS);Ajout
IRS - 252 RUE DE ROSNY (MONTREUIL) - BPE 1;Ajout
IRS - AVENUE ALBERT CAMUS (ERAGNY) - BPE 1;Ajout
IRISE - ANGLE RUE ROMAIN ROLLAND ET RUE RAYMONDE SALIEZ - BPE 1;Ajout
IRS - RUE MAURICE BERTEAUX (SUCY EN BRIE);Ajout
DEVOIEMENT U075268  - IRS - DE GAULLE-LECLERC NOISY BPE 2;Ajout
CHAM SAT SECURISEE CAM30 FT_257;Ajout
IRS - 48 RUE DES ROSIERS (SAINT OUEN) - BPE 1;Ajout
IRS - PLACE LENINE (20 RUE ALBERT THOMAS) - BPE 1;Ajout
FT 2713 - 120 BOULEVARD DE STALINGRAD - BPE 1;Ajout
IRS - FT 1108  RUE DE LA SOLIDARITE (MONTREUIL) - BPE 1;Ajout
IRS - B601 CHAMBRE 10 (ST DENIS) - BPE 1;Ajout
IRS - AV GABRIEL PERI (PIERREFITTE SUR SEINE) - BPE 1;Ajout
IRS - 6. BD DE LA VANNE - BPE 1;Ajout
BOITIER IMMEUBLE DAIKIN NANTERRE ?? - BPE 1;Ajout
IRIS - BPI - RUE GALLIENIE - BI;Ajout
IRS - 49 AVENUE DE L'EUROPE (COURBEVOIE) - BPE 1;Ajout
IRS - 198 RUE DE FONTENAY (FONTENAY - MONTREUIL) - BPE 1;Ajout
IRS - 16 QUAI MARCEL BOYER (IVRY) - BPE 1;Ajout
IRS - FT 1459 - 118 AV DU MARECHAL-DE-L ATTRE-DE-TASSIGNY (FONTENAY-SOUS BOIS) - BPE 1;Ajout
IRS - BI 88 AV GENERAL DE GAULLE (CHEVILLY LARUE);Ajout
IRS - FT 212 - 129 AVENUE ARISTIDE BRIAND (LE BLANC MESNIL) - BPE 1;Ajout
IRISE - PRC FT1697 - 8 RUE DU 18 JUIN 1940   - BPE1;Ajout
IRS-31 RUE THEOPHILE SUEUR MONTREUIL - BPE 1;Ajout
IRS - N-1 CG94 IMM_SOLIDARITES (CRETEIL) - BPE1;Ajout
BI 220 AVENUE DE STALNGRAD (CHEVILLY LARUE) - BPE 1;Ajout
IRS - N-1 CHAMPIGNY LES BOULEREAUX - BPE 1;Ajout
IRS - N-1 MAISON ENFANCE CACHIN - BPE 1;Ajout
PRC CAMERA VIDEO ROSNY 1;Ajout
IRS - BI FERME-ANDRYVON (D81) - BPE 1;Ajout
IRS- LOLIVE-HOCHE - BPE 1;Ajout
IRS - AVENUE PIERRE MANDES FRANCE (CHOISY LE ROI) - BPE1;Ajout
IRS - FT 396 - RUE DCARPEAUX (VITRY-SUR-SEINE) - BPE 1;Ajout
IRS - 1 RUE ARISTIDE BRIAND (JOINTVILLE-LE-PONT) - BPE 1;Ajout
IRS - BD VERDUN (FONTENAY SOUS BOIS) - BPE 1;Ajout
IRS - BI ENMD (MONTREUIL) - BPE 1;Ajout
IRS - ZI DE LA VIGNE AUX LOUPS (CHILLY) - BPE 1;Ajout
IRS - RUE PIERRE BUTIN (PONTOISE) - BPE 1;Ajout
IRS - REAUMUR-PAPIN - BPE 1;Ajout
MGP - FINOT-POULBOT - BPE 1;Ajout
IRS - 21 RUE MEUNIER (BAGNEUX) - BPE1;Ajout
IRS - AV FRANCOIS ARAGO - BPE 1;Ajout
IRS - FT2110 - 29 BD DU CHATEAU (CHAMPIGNY SUR MARNE) - BPE 1;Ajout
IRS - 4 AV DU VALDE FONTENAY - BPE 1;Ajout
IRS - RUE ARCUEIL (RUNGIS) - BPE 1;Ajout
IRS - 6 AVENUE MAX DORMOY (BONDY);Ajout
IRS CHB STALINGRAD_CONVENTION - BPE 1;Ajout
IRS - 22 MARECHAL JOFFRE COLOMBES (BARBUSSE/MARECHAL JOFFRE) - BPE 1;Ajout
IRS - FACE 2 BD DE GAULLE - BPE 1;Ajout
IRS - NOUVELLE FRANCE - THEOPHILE SUEUR (MONTREUIL) - BPE 1;Ajout
IRS - 31 AV JEAN JAURES (ROSNY SOUS BOIS) - BPE 1;Ajout
IRS - FT 929 - 115 AVENUE HENRI BARBUSSE(BONDY) - BPE 1;Ajout
IRS - FT1692 - 78 BD HENRI BARBUSSE (MONTREUIL) - BPE 1;Ajout
IRS - BI BICETRE (D31) - BPE 1;Ajout
IRS - BI BARBANSON_A&E (D16'D42) - BPE 1;Ajout
IRS - FT385 - 17 AVENUE CHARLES DE GAULLE (BOIS-COLOMBES) - BPE 1;Ajout
IRS - AVENUE RABELAIS (FONTENAY-SOUS-BOIS) - BPE 1;Ajout
IRS- ANGLE LOUISON BOBET / PIERRE GRANGE (FONTENAY-SOUS-BOIS) - BPE 1;Ajout
IRS - FT 167 - 303 MAIL DE LA RESISTANCE (BONEUIL SUR MARNE) - BPE1;Ajout
IRS - SALENGRO_DAMOUS (CHAMPIGNY-SUR-MARNE) - BPE 1;Ajout
IRS - BI POP LA POSTE TELECOM DEBITEL;Ajout
PRC CAM 80-80 A ROSNY SOUS BOIS_FT100;Ajout
IRS - FT 783 - 21 RUE GABRIEL PERI (CHATILLON) - BPE 1;Ajout
IRS - FT 2977 - 30-32 RUE DU PARC DE CLAGNY (VERSAILLE) - BPE 1;Ajout
PRC INEO 5 GALLIENI (FONTENAY-SOUS-BOIS) - BPE 1;Ajout
IRS -  AV DE LA REPUBLIQUE-CITE CONDORCET (MONTROUGE) - BPE 1;Ajout
IRS - RUE DES CHAUFFOURS - QUAI DE LIVRAISON (CERGY);Ajout
IRS - 170 BOULEVARD NATIONAL - BPE 1;Ajout
44 AV DU PRESIDENT WILSON - IRISE - BPE 2;Ajout
IRS - METALLURGIE - EIFFEL - BPE 1;Ajout
IRS - 12 RUE MESLIER 55B101 CHAMBRE 8 SAINT OUEN) - BPE 2;Ajout
IRS - FT 1705 - 77 RUE LAVOISIER (ROSNY-SOUS-BOIS) - BPE 1;Ajout
IRS - FT 178 - 2 AVENUE JULES VERCRUYSSE (BAGNOLET) - BPE 1;Ajout
IRS - RUE DE LA MOTTE (AUBERVILLIERS) - BPE 1;Ajout
PRC IRISE - CAMERA PDL 9;Ajout
IRS - ADD 2 RUE FELLINI - BPE 1;Ajout
IRISE - ANGLE AVENUE PASTEUR - RUE DE NOISY LE SEC (LES LILAS) - BPE 1;Ajout
FT459 - N-1 - AVENUE DE LA PALETTE (CERGY) - BPE 1;Ajout
IRISE - BOULEVARD GENERAL LECLERC DE HATECLOQUE - BPE1;Ajout
IRS -  CHEMIN DES AVERNAISES - BPE 1;Ajout
IRS - BI RESI_ETUD_P&M_CURIE (E01) - BPE 1;Ajout
IRS - RUE DU DOCTEUR ROUX (NOOS) - BPE 1;Ajout
IRS - QUAI MICHELET-ANATOLE FRANCE BIS CH11 - BPE 1;Ajout
IRS - RUE DE LA COUTURE (RUNGIS) - BPE 2;Ajout
IRS - 1 PIERRE BROSSOLETE - BPE 1;Ajout
IRS - ALLENDE-DESMOULINS ??? - BPE 1;Ajout
IRS - SENTIER DU BOIS DE RICHEBOURG (PIERREFITTE) - BPE 1;Ajout
IRS - BI 67 RUE BARBES (IVRY);Ajout
IRS -  AV DE LA REPUBLIQUE/MARX DORMOY (MONTROUGE) - BPE 1;Ajout
IRS - 22B RUE DE LA MARNE (ALFORTVILLE) - BPE 1;Ajout
IRS - FT 108 - 9-1 RUE ARMAND CARREL (MONTREUIL)  - BPE 1;Ajout
IRS - N-1 POP ENERTRAG CERGY - BPE 1;Ajout
IRS 1023 - 261 AVENUE DE FONTAINEBLEAU ( THIAIS ) - BPE 1;Ajout
IRS - RUE DES BUTTES (BAGNEUX) - BPE 1;Ajout
[A NE PAS UTILISER] 9 RUE DE PARIS (PIERREFITTE) - BPE 2;Ajout
IRS - FT 2202 - RUE DU 11 NOVEMBRE (NANTERRE) - BPE1;Ajout
IRS - BI POP METRO CASH-CARRY GRANDS PRES (NANTERRE);Ajout
FT - IRS - 12 AVENUE DE LA RESISTANCE (MONTREUIL) - BPE1;Ajout
PRC IRISE - CAMERA PDL 8;Ajout
N-1 BAT LE RENAN (VILLEPINTE) - BPE 1;Ajout
IRS - N-1 CRECHE MAISON BLEU CHEVILLY LA RUE BPE 1;Ajout
IRS - BI TOURNELLES_1 (D74) - BPE 1;Ajout
IRS - BI 4 R DU LIEUTENANT LEBRUN (BOBIGNY) - BPE 1;Ajout
IRS - N-1 PARKING ETIENNE D'ORVES (BOBIGNY) - BPE 1;Ajout
IRS -  BD JEAN MONNET (NOISY) - BPE 1;Ajout
IRS - 2 RUE LEON BLUM  (VILLIERS SUR MARNE) - BPE 1;Ajout
IRS - FT 284 AVENUE DE L EPI D OR (VILLEJUIF) - BPE 1;Ajout
PLACE DU MARCHE (ROSNY) ??? - BPE 1;Ajout
1 RUE DE SURESNES (NANTERRE) - BPE 1;Ajout
IRS - 412 AVENUE COUTURIER BOBIGNY - BPE 1;Ajout
IRS - LAVOISIER_GORS EFFONDRES (NANTERRE) - BPE 1;Ajout
IRS - ANGLE CARREL_PROGRES (MONTREUIL) - BPE 1;Ajout
IRS - AV JMONNET (ISSY-LES-MOULINEAUX) - BPE 1;Ajout
IRS - RUE PAUL DOUMER-RUE BEL AIR MONTREUIL - BPE 1;Ajout
IRS - FT2629 - 187 RUE EDOUARD BRANLY (MONTREUIL) - BPE 1;Ajout
IRS - 22-24 RUE DE LAGNY (MONTREUIL) - BPE 1;Ajout
IRS - FT2568 - 18 RUE JULES VERNE (MONTREUIL) - BPE 1;Ajout
IRS - 2 AVENUE GUYEMER(CHOISY LE ROI) - BPE1;Ajout
IRS - FT2365 - 7 RUE LEO BOURGEOIS (COLOMBES) - BPE1;Ajout
IRS - 23 RUE JEAN BAPTIST BAUDIN VILLEJUIF;Ajout
IRISE - CHAMBRE 7 DEVANT MSP (ST-DENIS) - BPE 2;Ajout
IRS - FT 517 - 30 RUE GUY MOQUET (MALAKOFF) - BPE 1;Ajout
IRS - FT166  - 36 AVENUE DU PRESIDENT ALLENDE (VILLEJUIF) - BPE 1;Ajout
IRS - ANGLE DE GAULLE_LIEGE (ST MANDE) - BPE 1;Ajout
IRS - ANGLE CHOCOLATERIE - COURS ARCHE QUEDON (NOISIEL) - BPE 1;Ajout
IRS - FT1104- 22 Rue Jean Baptiste Cl?®ment VILLEJUIF - BPE1;Ajout
BPI POP FTTS SUCY EN BRIE - NOISEAU;Ajout
IRS - Rond Point Bas Noyer (Eragny) - BPE 1;Ajout
IRS -  ADD2 APHP CORENTIN CELTON - BPE 1;Ajout
IRS - SILIC B - BPE 1;Ajout
IRS - COSMONAUTES_BOUQUIN (LE BLANC-MESNIL) - BPE 1;Ajout
IRS - RUE DU MAIL (SAINT OUEN L AUMONE) - BPE 1;Ajout
IRS - FT 843 -BOULEVARD DE STALINGRAD (VITRY-SUR-SEINE) - BPE 1;Ajout
IRS - GALERIE DE GAULLE (MONTROUGE) - BPE 1;Ajout
IRS - SEVERINE-GIDE - BPE 1;Ajout
IRS - ANGLE MARCEL SEMBAT-SEVERINE (KREMLIN BICETRE) - BPE1;Ajout
IRS -  ADD 1 APHP - HENRI MONDOR - BPE 1;Ajout
IRS - AV M LECLERC HAUTECLOQUE (LE BOURGET) - BPE 1;Ajout
IRS - FT 547 - 12 RUE DE LA REDOUTE (FONTENAY AUX ROSES) - BPE 1;Ajout
IRS - BI GS_PASTEUR (D47) - BPE 1;Ajout
IRS - FT 1945 - AVENUE MAGELLAN (CRETEIL) - BPE1;Ajout
IRS - AV DE LA SOUBRIARDE - BPE 1;Ajout
L3T AV DE LA SOUBRIARDE A771_0215 - BPE 1;Ajout
IRS - PTT000000017241 - PK 1800?? - BPE 1;Ajout
IRS - 16 RUE DE FRESNES;Ajout
IRS - 7 RUE DES NOYERS (D619AUB0004) - BPE 1;Ajout
AVENUE EMILE ZOLA  ANGLE HAVY - BPE 1;Ajout
IRS - RUE DES PENICHES (IVRY) - BPE 1;Ajout
IRS - RUE DE LA COSARDE (L'HAY LES ROSES) - BPE 1;Ajout
IRS - PICASSO - BPE N-1 URA MONTFERMEIL - BPE 1;Ajout
IRS - RP LOUIS ARMAND - BPE 1;Ajout
IRS - GUIGNOIS_ST JUST (IVRY SUR SEINE) - BPE 1;Ajout
IRS - ANGLE AV PICASSO-ALL 3 MUSICIENS - BPE 1;Ajout
IRISE - N-1 POP CRECHE DES BRUYERES (LES LILAS) - BPE 1;Ajout
IRS - FT 1701 - AVENUE ALBERT CAMUS (ERAGNY) - BPE 1;Ajout
IRS - N-1 MAIRIE DE MONTREUIL - BPE 1;Ajout
ARRIVEE TELCITE PONT D'ASNIERES - BPE 1;Ajout
FT 688 - 29 RUE BEL AIR (CHOISY-LE-ROI) - BPE 1;Ajout
IRS - FT 435 - 5 RUE HENRI LANGLOIS (DRANCY) - BPE 1;Ajout
IRS - K2C/BD VERDUN CH 14 (MEME CH QUE LD - ARRET DE BUS) - BPE 1;Ajout
IRS - RUE DES HAUTS CHATEAUX (NOISY LE GRAND) - BPE 1;Ajout
IRS - FT 463 -  2 RUE EUGENE VARLIN (VILLEJUIF) - BPE 1;Ajout
IRS - RUE DE NORMANDIE (ADD MURET APHP) - BPE 1;Ajout
IRS - AVENUE HENRI BARBUSSE (LA COURNEUVE) - BPE1;Ajout
IRS - RUE DU CHEMIN VERT - BPE 1;Ajout
IRS - N-1 GARCHES (STADE) - BPE 1;Ajout
CH COLT CAA ALFORTVILLE - BPE 1;Ajout
IRS - ANGLE D. CASANOVA - ANGLE A. HUZARD (AUBERVILLIERS) - BPE 1;Ajout
IRS - PRC CAMERA VIDEO ROSNY 7;Ajout
BI IRS- 8 RUE HERAULT(BOULOGNE) - BPE 1;Ajout
IRS - BI 10 ALLEE BIENVENUE;Ajout
IRS - RUE AMBROISE CROIZAT - BPE 1;Ajout
IRS - ROUTE DE BRY_BD JEAN MONNET - BPE 1;Ajout
IRS - RUE JEAN MARIN NAUDIN (ARCUEIL) - BPE 1;Ajout
IRS - BI STADE_HAYETTE (E02) - BPE 1;Ajout
IRS - FT 1053 - 46 AVENUE DU FRONT DE SEINE (VILLENEUVE LE ROI) - BPE 1;Ajout
IRS - FT 1377  RUE COLMET LEPINAY (MONTREUIL) - BPE 1;Ajout
PRC INEO 9 RABELAIS (FONTENAY-SOUS-BOIS) - BPE 1;Ajout
PAUL VAILLANT COUTURIER (VILLEJUIF) - BPE 1;Ajout
IRS - FT 967 8 RUE MARCEL CACHIN (SAINT-OUEN) - BPE 1;Ajout
IRS ANGLE CHOISSY/PASTEUR - BPE 1;Ajout
PRC CAMERA C18 (VILLIERS SUR MARNE);Ajout
IRS - N-1 MAIRIE NANTERRE - BPE 1;Ajout
IRS - FT160 - CH SAT SECURISEE CAM36 - BPE 1;Ajout
IRS - 1 PASSAGE LACOUR - BPE 1;Ajout
IRS - 133 RUE SADI CARNOT (DRANCY);Ajout
IRS - BD VOLTAIRE - BPE 1;Ajout
IRS - AV BROSSOLETTE (CHILLY) - BPE 1;Ajout
IRISE - BI SOUS SOL CRECHE HAUTES BRUYERES (VILLEJUIF) - BPE1;Ajout
IRS - FT 3219 - 27 RUE ANATOLE FRANCE (MONTREUIL) - BPE 1;Ajout
IRS - GIRATOIRE MEDICIS - FRESNES - BPE 1;Ajout
N-1 MAIRIE DE PIERREFITTE - BPE 1;Ajout
IRS - R BLANCHARD_RUE SEMARD (FONTENAY AUX ROSES) - BPE 1;Ajout
BI POP FTTS NOISY LE GRD (PICASSO);Ajout
BI POP FTTS CHOISY LE ROI (REPUBLIQUE);Ajout
CH SAT SECURISEE CAM55_FT878;Ajout
IRS - N-1 PICASSO BOBIGNY CG93 - BPE 1;Ajout
IRS - BI POP CEGID 12 BD DE L'OISE (CERGY) - BPE 1;Ajout
PANTIN HERMES???? - BPE 1;Ajout
IRS - RN3 - RUE PASTEUR (LIVRAISON UPC BONDY) - BPE 1;Ajout
IRS - FT 3401 - 1 ALLEE DE L ADOUR (ANTONY) - BPE 1;Ajout
IRS - N-1 URA CHAVILLE (ROUTE DU PAVE DES GARDES) - BPE 1;Ajout
IRISE - 141 AV VICTOR HUGO (AUBERVILLIERS) - BPE 1;Ajout
IRS - FT 287 - 34 AV DU 8 MAI 1945 (VIELLENEUVE-LA-GARENNE) - BPE 1;Ajout
IRS - 32 RUE HENRI BARBUSSE (ORLY) - BPE 1;Ajout
IRS - N-1 CIRCUIT CAROLE (A COTE DE LA BRETELLE) - BPE 1;Ajout
IRS - PT3 AVENUE REDOUANE BOUGARA (PONTOISE) - BPE1;Ajout
IRS - ARAGO CURIE BPE 2;Ajout
BLANDIN/CHATENAY PIERREFITTE - BPE 1;Ajout
IRS - 8 AV VAL DE FONTENAY - BPE 1;Ajout
126 RUE DE ROSNY (MONTREUIL) - BPE 1;Ajout
IRS - BI POP JARDILAND JOINVILLE-LE-PONT;Ajout
IRS - RUE JULES QUENTIN NANTERRE - BPE 1;Ajout
IRS - 52 RUE ESTIENNE DORVES (CLAMART) - BPE 1;Ajout
IRS - BI 17 RUE ACACIAS (MONTREUIL);Ajout
IRS - 84 RUE GABRIEL PERI (GENTILLY) - BPE1;Ajout
IRS - AVENUE DE L EMBELLIE (CERGY) - BPE 1;Ajout
IRS - N-1 VIROFLAY (35 RUE JOSEPH BERTRAND) - BPE 1;Ajout
IRS - GAUCHET DUHAI ???? - BPE 1;Ajout
IRS - FT775 - 58 RUE DES ECOLES  (COLOMBES) - BPE 1;Ajout
IRS - RASPAIL_STE FOIX BPE2 (LA COURNEUVE) - BPE 1;Ajout
IRS - BD T SUEUR (MONTREUIL) - BPE 1;Ajout
