bp_code;Type
IRS - VOIE DES GROUX - BPE 1;Ajout
PRC CAMERA AU PIED DE C5 (LES LILAS);Ajout
IRS - R PIERRELAIS_BROSSELETTE (FONTENAY AUX ROSES) - BPE 1;Ajout
IRS - BPI - POP BONNEUIL SUR MARNE - FOYER VOELCKEL;Ajout
IRS - FT 1280 -AV DU PARC DE L'ILE -BPE1;Ajout
IRS - 8 RUE GALILEE (IVRY-SUR-SEINE) - BPE 1;Ajout
IRS - FT 47 - BOULEVARD DE LA VIOSNE (PONTOISE) - BPE 1;Ajout
IRS - RUE DE PARIS (MASSY) - BPE 1;Ajout
IRS - N-1 ADD2 CHENEVIER (CRETEIL) - BPE 1;Ajout
IRS - BI UBISOFT LAGNY (MONTREUIL) - BPE 1;Ajout
IRS - FT 952 - RUE DU FAUSSE BLANC (GENNEVILLIERS) - BPE 1;Ajout
IRISE - BPI LE LAVOIR (GENTILLY) - BPE 1;Ajout
BPE FT 123;Ajout
IRS - ANGLE LEDRU ROLLIN - TURGO - BPE 1;Ajout
IRS - FT 1159 AV ARISTIDE BRIAND - RN20 MONTROUGE - BPE 1;Ajout
IRS - GARE DE PANTIN.(??) - BPE 1;Ajout
IRS - RUE FAIDHERBE (Nanterre) - BPE 2;Ajout
IRS - QUAI DERVAUX - BPE 1;Ajout
IRS - FT 759 - AVENUE MARCEL CACHIN (ORLY) - BPE 1;Ajout
IRS - FT 773 - 29 ALLEE ROBERT ESTIENNE (LES PAVILLONS SOUS BOIS) - BPE 1;Ajout
IRS - N-1 MEDIATHEQUE CLAMART - BPE 1;Ajout
IRS -  RUE DES ROSIERS FT 110;Ajout
IRS - ANGLE RUE DU NORD-RUE VELPEAU - BPE 1;Ajout
IRS - RUE GABRIEL (LOGNES) - IRISE - BPE 1;Ajout
IRS - BI 23-25 AV ARISTIDE BRIAND (ARCUEIL);Ajout
IRS - BD POINCARRE - AV PASTEUR - BPE 1;Ajout
IRISE - N-1 POP CSU NLE PM LES LILAS - BPE 1;Ajout
IRS - FT N-1 ADDUCTION A (NOGENT SUR MARNE) - BPE 1;Ajout
IRIS 1022 - ESPLANADE AUGUSTE PERET (THIAIS) - BPE 1;Ajout
IRS - PLACE CLEMENCEAU - BPE 1;Ajout
IRIS - FT99 - CH SAT SECURISEE CAM04;Ajout
IRS - 79 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY - BPE 1;Ajout
IRS -  RUE DU PORT_RUE DES FONDRIERES (ITX4 ADD1) - BPE 1;Ajout
VIDEO SURVEILLANCE MAIRIE VINCENNES (81 RUE DE FONTENAY) - BPE 1;Ajout
IRS - CH L2C - 24 RUE ROGER THORELLE (BOURG LA REINE) - BPE 1;Ajout
IRS - FT 478 - RUE RASPAIL (FONTENAY-SOUS-BOIS) - BPE 1;Ajout
IRS - RUE D'ORLY - BPE 1;Ajout
IRS- ANGLE FERRY-CONVENTION (LA COURNEUVE) - BPE 1;Ajout
IRS - QUAI STALINGRAD - BD DES ILES (PLACE DE BILLANCOURT) - BPE 1;Ajout
IRS 37 RUE GAETANT LAMY - BPE 1;Ajout
IRS - FT 2689 - 38 RUE DE LA COTE DU N (MONTREUIL)  - BPE 1;Ajout
IRS  - CITE MARCEL CACHIN (ROMAINVILLE) - BPE 1;Ajout
FT 2012 - IRS - 26 AVENUE DES BETHUNES (ST OUEN L AUMONE) - BPE1;Ajout
BI POP CNAM CRETEIL - BPE 1;Ajout
1 AVENUE DE STALINGRAD - BPE FT 609;Ajout
FT 1803 - IRS - AVE DE LA MARE (SAINT OUEN L AUMONE) - BPE 1;Ajout
IRS -BD JEAN MOULIN (LIVRY) - BPE 1;Ajout
IRS - N-1 POP FTTS FRESNES (PEPINIERES) - BPE 1;Ajout
IRS - N-1 MAIRIE DE BRY SUR MARNE - BPE 1;Ajout
IRS - FT2969 - 15 RUE DANIELLE CASANOVA (MONTREUIL) - BPE 1;Ajout
BI MADRID (RUNGIS) - BPE 1;Ajout
JOINT DROITE SUITE C18708391;Ajout
IRS - FT - 84 GUY MOQUET (JOINVILLE LE PONT) - BPE1;Ajout
LAFERRIERE-PLAISANCE (CRETEIL) - BPE 1;Ajout
IRS - FT 610 - RUE THIERS (NOGENT-SUR-MARNE) - BPE 1;Ajout
IRS -  FUTURE IRS - RUE GRAHAM BELL (N-1 URA NOISY) - BPE 1;Ajout
IRS - GABRIEL PERI-11 NOVEMBRE MONTROUGE - BPE 1;Ajout
IRS - 33 AV JAURES (LE PRE-ST-GERVAIS) - BPE 1;Ajout
IRS - FT 367 - 14 RUE DU JEU DE PAUME (NOGENT-SUR-MARNE) - BPE 1;Ajout
IRS-20 RUE ROUGET DE L'ISLE;Ajout
IRS - DOLET- METZ (BONDY) - BPE 1;Ajout
FT 347 - IRS - SENTIER DU MARTRAY (THIAIS) - BPE 1;Ajout
IRISE - N-1 HOTEL DE VILLE (LES LILAS) - BPE 1;Ajout
IRS -  AV DE LA REPUBLIQUE-RUE PERIER (MONTROUGE) - BPE 1;Ajout
MGP LANDY_FILLETTES (ST DENIS) - BPE 1;Ajout
IRS - BI CHAUFFERIE_LES_LOZAITS (D84) - BPE 1;Ajout
N-1 - POP LES ESTUDINES SAINT CHRISTOPHE CERGY - BPE 1;Ajout
IRS - RUE LEON BLUM (ROSNY SOUS BOIS) - BPE 1;Ajout
PRC IRS - RUE DU LION D OR (VILLEJUIF);Ajout
IRS - FT988 RUE DU LANDY (SAINT-DENIS) - BPE 1;Ajout
IRS - FT 223 - 3 RUE FRAGONARD - BPE 1;Ajout
IRS - 8 AVENUE DES PYRENEES (WISSOUS);Ajout
IRS - ANGLE GAULLE JONCS MARINS (FONTENAY-SOUS-BOIS) - BPE 1;Ajout
IRS - RUE DE LA MOTTE (AUBERVILLIERS) - BPE 3;Ajout
IRS - FT AVENUE DU GENERAL LECLERC (VIROFLAY) - BPE 1;Ajout
IRS - BELBEOCH (CRETEIL) - BPE 1;Ajout
IRS - 1 AVENUE DES VIOLETTES (BONNEUIL SUR MARNE);Ajout
N-1 CHAVILLE (GARE) - BPE 1;Ajout
IRS - BI VENTE PRIVEE AV WILSON (ST DENIS) - BPE 1;Ajout
IRISE 959 - RUE VERTE (VITRY-SUR-SEINE) - BPE 1;Ajout
7 RUE PIERRE SEMARD ( MAISON ALFORT ) - BPE 1;Ajout
IRS - FT 1559 - N-1 POP FTTS OSNY CENTRE (OSNY) - BPE1;Ajout
IRS - 24 BD MAXIME GORKI (VILLEJUIF) - BPE1;Ajout
IRS - FT 753 - PLACE DES HAUTS TILLIERS(GENNEVILLIERS) - BPE 1;Ajout
IRS - 1 RUE RATEAU (LA COURNEUVE) - BPE1;Ajout
IRS - FOYER JEAN MERMOZ (D63) - BPE 1;Ajout
IRS - ANGLE RUE DES LONGS QUARTIERS (MONTREUIL);Ajout
IRS - 9 BIS BD DE LA MARNE (NOGENT SR MARNE);Ajout
IRS - LDO 0202?? - BPE 1;Ajout
IRS -  BPE IMMEUBLE ARCELOR - BPE 1;Ajout
BI 86 AVENUE GALLIENI (BONDY);Ajout
IRS - 91 AV HENRI GINOUX MONTROUGE - BPE 1;Ajout
IRS - 34 RUE DE CHOISY (VITRY SUR SEINE)  - BPE 1;Ajout
IRS - FT 714 - 214 AVENUE ARISTIDE BRIAND (BAGNEUX) - BPE 1;Ajout
IRS - 92 AV DE LAERODROME (ORLY) - BPE 1;Ajout
IRS - PONT DE CHARENTON - BPE 1;Ajout
IRIS - FT718 - CH SAT SECURISEE CAM22 - BPE 1;Ajout
IRS - BI 52_LGTS_SICAMO (D80) - BPE 1;Ajout
IRS - FT506 - 21 AVENUE DE VERDUN (SCEAUX) - BPE 1;Ajout
IRS N-1 ADD2 PARE - BPE 1;Ajout
BI POP AML SYSTEM J.JAURES LE BOURGET - BPE 1;Ajout
IRS - RUE EDGAR QUINET (LA COURNEUVE) - BPE 1;Ajout
IRS - FT 23 - 39 RUE DU PROFESSEUR (KREMLIN BICETRE) - BPE 1;Ajout
IRS - CNAV RUE DES CHAUFFOURS - BPE 1;Ajout
IRS - RUE GOUJON (GARGES LES GONESSES) - BPE 1;Ajout
IRS - BI IRIS (D17) - BPE 1;Ajout
IRS - FT873 - 3 RUE DE STAND ( FONTENAY AUX ROSES) - BPE 1;Ajout
LDO 0203?? - BPE 1;Ajout
BI POP FTTS CARRIERES SUR SEINE;Ajout
IRS - FT 1421 - 176 LAENNEC (ROSNY-SOUS-BOIS) - BPE 1;Ajout
IRS RUE A ET ML ROURE - BPE 1;Ajout
N-1 ATELIERS ESPACES VERTS - BPE 1;Ajout
N-1 VAUCRESSON - BPE 1;Ajout
IRS - PONT DE JOINTVILLE-BROSSOLETTE (MARNE/JOINVILLE IRISE) - BPE 1;Ajout
IRS- RUE ROYALE SORTIE PARKING (SAINT-CLOUD) - BPE 1;Ajout
IRS - PLACE DU CLOS MONTHOLON (5 BD DES FRERES VIGOUROUX ) - BPE 1;Ajout
IRS - ROUTE DE GONESSE - BPE 1;Ajout
IRS - NEW PARKING RUE DE PARIS PIERREFITTE - BPE 1;Ajout
IRS - FT7 - 59  AV. GABRIEL PERI (PIERREFITTE SUR SEINE) - BPE 1;Ajout
IRS - ANGLE 20 AVENUE MARX DORMOY ET 33 RUE FONTAINE - BPE 1;Ajout
PRC NUMERICABLE AVENUE AMPERE(Champs sur Marne);Ajout
IRISE - BOULEVARD JEAN JAURES (LES LILAS) - BPE 1;Ajout
IRS - 8 RUE GABRIEL PERI (MONTROUGE) - BPE 1;Ajout
IRS - FT 536 - 57 RUE D EREVAN (ISSI-LES-MOULINEAUX) - BPE 1;Ajout
BPE INTEROUTE - 163 BD HUGO - BPE 1;Ajout
IRS - BI CLOSERIE (D88) - BPE 1;Ajout
IRS - PTT000000018932 - BPE 1;Ajout
IRS - FT 2175 - 3 RUE DIDEROT (ST-DENIS) - BPE 1;Ajout
IRS - BD. V. PAUCHET_BOLLORE - BPE 1;Ajout
1 RUE FRANCIS DE PRESSENCE (SAINT DENIS) - BPE 1;Ajout
IRS - PK 14377 VIROFLAY - BPE 1;Ajout
IRS -  GARE DE CHILLY MAZARIN - BPE 1;Ajout
IRS - FT 671 BOULVARD CARNOT - BOURG LA REINE - BPE 1;Ajout
PRC IRS - FT 59 - AVENUE DU GENERAL DE GAULLE (VILLEJUIF);Ajout
IRS - 85 RUE PARMENTIER - BPE 1;Ajout
IRS - FT 1037 - 36 AVENUE JEAN BOUIN (CHOISY-LE-ROI) - BPE 1;Ajout
IRS - 57 BOULEVARD DE LA SEINE (NANTERRE) - BPE 1;Ajout
IRS -  VICTOR HUGO HOUILLES - BPE 1;Ajout
IRS - FT 508 - 36 RUE DE LA BERTHIE (BEZONS) - BPE 1;Ajout
IRS - AV PRIEUR DE LA COTE D OR (ARCUEIL) - BPE 1;Ajout
IRS - FT1622 - 2 RUE DES GROS GRES (COLOMBES) - BPE1;Ajout
IRS - AV DE LA REPUBLIQUE CHEVILLY - BPE 1;Ajout
51 AV FREDERIC ET IRENE JOLIOT CURIE -BPE1;Ajout
IRS - FT 344 - AVENUE ROGER SALENGRO (CHATENAY-MALABRY) - BPE 1;Ajout
IRS - MONMOUSSEAU_MOULIN NEUF (STAINS) - BPE 1;Ajout
IRS - FT 1248 - D128 - 59-51 AVENUE EDOUARD DEPREUX (CLAMART) - BPE1;Ajout
FT2221 RUE SAINT GOBAIN  - BPE 1;Ajout
IRISE - ALLEE DU DOCTEUR CALMETTE - BPE1;Ajout
IRS - FT1543-142B AV DE STALINGRAD VILLEJUIF - BPE1;Ajout
IRS - BI CNAV NOISY LE GRAND - BPE 1;Ajout
IRS - AV DU PRESIDENT ALLENDE ARCUEIL  - BPE 2;Ajout
IRS - BD DE LA REPUBLIQUE - VAUCRESSON - BPE 1;Ajout
IRS - SQUARE VERDUN IRISE - BPE 1;Ajout
IRS - AV ELUARD - BPE 1;Ajout
IRS - 107 RUE MAURICE ARNOUX - BPE 1;Ajout
IRS - N-1 CENTRE SOCIAL ET CULTUREL NANTERRE - BPE 1;Ajout
IRS - BI TOURNELLES_3 (D44) - BPE 1;Ajout
IRS - ROND POINT AMBROISE CROIZAT D125/D84A;Ajout
IRS - QUAI DE SEINE-ALFRED FOULON SARTROUVILLE (ATTENTION 288) - BPE 1;Ajout
IRS - QUAI  ROOSVELT ISSY LES MOULINEAUX - BPE 1;Ajout
IRS - RUE JAURES CEPHALON (MAISONS ALFORT) - BPE 1;Ajout
IRS - BI 96 AVENUE ARISTIDE BRIAND (PAVILLONS SOUS BOIS) - BPE 1;Ajout
IRS - WILSON-TENINE (EX PLACE HENRI BARBUSSE) GENTILLY - BPE1;Ajout
IRS - FT 2259 - 2 RUE CARPEAUX (CHAMPIGNY SUR MARNE) - BPE 1;Ajout
IRS - FT 1323 - 103 RUE DE STALINGRAD (MONTREUIL) - BPE 1;Ajout
IRS - FT 2018 - RUE DE L ABBE GLATZ (ASNIERE SUR SEINE) - BPE 1;Ajout
IRS -  BD DE L'OISE - BPE 1;Ajout
IRS - VERTE-COLONNEL FABIEN - BPE 1;Ajout
IRS - RUE DE LA DIVISION LECLERC - BPE 1;Ajout
IRS - BRIAND-STALINGRAD (BONNEFF) - BPE 1;Ajout
IRS - RUE MOCQUET - ALLEE BECQUEREL VILLEJUIF - BPE 1;Ajout
IRS - RUE DAUBIGNY - BPE 1;Ajout
IRS - FT1268 - 6 AVENUE CLAUDE DEBUSSY (COLOMBES) - BPE 1;Ajout
PRC VERS NOOS G PERI;Ajout
FT 307 - IRS - RUE DU MAIL (SAINT OUEN L AUMONE) BPE 1;Ajout
IRS BI - R DE LA COKERIE ( ST DENIS);Ajout
PRC: BPE NC 40333 : FT1890- RUE CHARLES FOURIER /RUE PASTEUR (VITRY SUR SEINE);Ajout
N-1 2 A 6 ALLEE DES NOYERS(SUCY EN BRIE) - BPE 1;Ajout
IRS - RABELAIS LUCIA (ST MAUR DES FOSSES) - BPE 1;Ajout
IRS - FT 1596 - 664 RUE YVES KERMEN(BOULOGNE - BILLANCOURT) - BPE1;Ajout
AV EDOUARD VAILLANT(DRANCY) - BPE 1;Ajout
IRS - N-1 POP FTTS FONTENAY LA GARE - BPE 1;Ajout
IRS - ETIENNE DOLET/GUEROUX PIERREFITTE - BPE 1;Ajout
IRS - N-1 ADD2 POINCARRE - BPE 1;Ajout
IRS - FT 1155 - RUE DE GISORS (PONTOISE) - BPE1;Ajout
IRS - FT 12 - 22 AVENUE DU BOIS (CHATENAY MALABRY) - BPE 1;Ajout
IRS - BATANY-ESTIENNE D ORVES - BPE 2;Ajout
IRS - 120  GABRIEL PERI (GENNEVILLIERS) - BPE 1;Ajout
IRS - BI CRECHE_PMI (D56) - BPE 1;Ajout
IRS - 12 RUE MAGENTA (AUBERVILLIERS) - BPE1;Ajout
BI QUAI DE STALINGRAD - BPE 1;Ajout
IRS - BPI 2 AVENUE BENOIT FRACHON (NANTERRE) - BPE 1;Ajout
IRS - 55 RUE JULES GUESDE (BONDY) - BPE 1;Ajout
65 RUE ETIENNE DOLET PIERREFITTE - BPE 1;Ajout
FT - IRS - 34 BD ANTOINE FRATACCI (VANVES) - BPE 1;Ajout
IRS - RUE DE LAGNY - BPE 1;Ajout
IRS - QUAI DU PRESIDENT CARNOT (LD05) (SAINT CLOUD) - BPE 2;Ajout
IRS - FT 947 - 120 RUE AMBROISE CROIZAT (DRANCY) - BPE 1;Ajout
IRS - FT 64 AVENUE DE MONTROUGE - BPE 1;Ajout
IRISE - TABAC VICTOR HUGO (AUBERVILLIERS) - BPE 1;Ajout
IRS 28 RUE EMILE ZOLA (BEZONS) - BPE 1;Ajout
IRS - INTERSECTION CHALAIS/HAMEAU (L'HAY LES ROSES) - BPE 1;Ajout
IRS - FT 1403 - ROUTE D'ENNERY (OSNY) - BPE 1;Ajout
IRS - FT841 - 32 RUE PARMENTIER (MONTREUIL) - BPE 1;Ajout
IRS - TELCITE SAINT DENIS - BPE 1;Ajout
IRS -  IMPASSE SAINT JUST SAINT DENIS - BPE 1;Ajout
IRS - NIELSEN RUE DE LA PREFECTURE (CERGY) - BPE 1;Ajout
IRS - PLACE VOLTAIRE - BPE 1;Ajout
IRS - N-1 CENTRE SOCIAL ESPERANTO (MONTREUIL) - BPE 1;Ajout
PRC IRS - RUE DE CHEVILLY (VILLEJUIF);Ajout
IRS - BI 11-13 GUY GOUYON DU VERGER (ARCUEIL) - BPE 1;Ajout
FT - IRS - N-1 POP VINCI ENERGIES (ERAGNY SUR OISE) - BPE 1;Ajout
IRS - AVENUE PARIS - RUE DAUPHIN VILLEJUIF - BPE 1;Ajout
PRC INEO CAM 48;Ajout
IRS - MONTGOLFIER - EIFFEL (ROSNY-SOUS-BOIS) - BPE 1;Ajout
IRS - ANGLE PLACE DU CAPITAINE GLAMER/RUE DES DOCKS;Ajout
IRS - FT 164 - 68 RUE CHARLES MICHELS (SAINT-DENIS) - BPE 1;Ajout
IRS - FT 1053 - BOULEVARD JEAN MONNET  (VILLIERS SUR MARNE);Ajout
IRS - N-1 URA ORGEMONT (RUE DE NANCY) - BPE 1;Ajout
MGP DE GAULLE_ECHAT (CRETEIL) - BPE 1;Ajout
IRS - RUE HENRI BARBUSSE_ALL RICHARD BLOCH - BPE 1;Ajout
IRS-RUE DE LA MONTAGNE PAVEE (VIRY) - BPE 1;Ajout
IRISE - 187 RUE DE PARIS - BPE1;Ajout
FT1181- 141 AV DE PARIS  VILLEJUIF - BPE - 1;Ajout
IRS - FT 1158 AV ARISTIDE BRIAND - RN20 MONTROUGE - BPE 1;Ajout
IRS - 1 AVENUE ALICE GUY (LIMEIL-BREVANNES) - BPE 1;Ajout
IRS - FT 189 RUE JULES GUESDE (LEVALLOIS PERRET) - BPE 1;Ajout
IRS - FT 3517 - RUE DU BOIS DES MOINES x AV. ALBERT 1 (ST MAUR DES FOSSES) - BPE 1;Ajout
IRS - FT 379 - ROUTE DE BRY - RUE ADRIEN MENTIENNE (VILLIERS SUR MARNE) - BPE 2;Ajout
IRS - PARKING AIR FRANCE EST PORTE 5 (ORLY);Ajout
IRS - RUE JULES FERRY (ROSNY) - BPE 1;Ajout
IRS - FT 292 - AVENUE CHARLES LINDBERGH (RUNGIS) - BPE 1;Ajout
IRS - AVENUE DES BELLEVUES (SAINT OUEN L AUMONE) - BPE 1;Ajout
IRS - BPI - POP COMMISSARIAT DE LA POLICE NATIONALE CRETEIL;Ajout
IRS - ROUTE NAPOLEON III - COLLEGE - BPE 1;Ajout
FT 631 - 1 AVENUE DU  PRESIDENT FRANKLIN ROOSVELT - IRISE - BPE 1;Ajout
IRS - 29 RUE FRIEDBERG (VILLIERS SUR MARNE) - BPE 1;Ajout
IRS - RUE OBERKAMPF (JOUY EN JOSAS) - BPE1;Ajout
IRISE - ROND PT RD125 (SARCELLES);Ajout
IRS - AV DU MARECHAL JOFFRE (LE PERREUX) - BPE 1;Ajout
PRC GLC - MANHOLE CE 132 BIS - BPE 1;Ajout
IRS - REAUMUR - PAPIN - BPE 2;Ajout
IRS - RUE DAILLY - BPE 1;Ajout
IRS - FT 669 - RUE DE ROUEN (PONTOISE) - BPE 1;Ajout
IRS - ROND POINT DE LA TERRE - BPE 1;Ajout
IRS - RUE STE GENEVIEVE_RUE LAGUE - BPE 1;Ajout
IRS - BI POP FTTS VIROFLAY NORD - BPE 1;Ajout
IRS - BD BOURDON-BINEAU - BPE 1;Ajout
IRS - PRC CAMERA VIDEO ROSNY 6;Ajout
23 RUE DU BAC (LE PERREUX) - BPE 1;Ajout
IRS - FT 2150 - 164 BOULEVARD ARISTIDE BRIAND MONTREUIL - BPE 1;Ajout
IRS - 74 AVENUE FRANKLIN ROOSEVELT (SURESNES) - BPE 1;Ajout
IRS - FT 20 RUE DE SURESNES - BPE 1;Ajout
IRS - RUE DES CHEMINOTS (ST DENIS) - BPE 1;Ajout
IRISE - FT 457 - 18 RUE - LOUIS LENOIR (VILLIERS SUR MARNE) - BPE 1;Ajout
IRS - RN3 - GARDE CHASSE - BPE 1;Ajout
IRS - FT 176 - 43 RUE DU 14 JUILLET - PLACE JEAN JAURES (ALFORTVILLE) - BPE 1;Ajout
IRS - 77 BD REPUBLIQUE CH 12 - BPE 1;Ajout
NEW IRS - BD REPUBLIQUE;Ajout
IRS - ST ROCH-GUYNEMER - BPE 1;Ajout
IRS - FT 532 - 78 AV DE LA DIVISION LECLERC (CHATILLON) - BPE 1;Ajout
IRS - BD DE LA LIBERTE - BPE 1;Ajout
IRS - VAILLANT COUTURIER/MALON (GENTILLY) - BPE 1;Ajout
IRS - AV. CLICHY SOUS-BOIS_VOIE BOSQUETS - BPE 1;Ajout
IRS - FT 221 - 6 BOULEVARD DE CRETEIL  (ST MAUR DES FOSSES) - BPE 1;Ajout
IRS - BI AUDITORIUM (D76) - BPE 1;Ajout
RUE DU PORT (NANTERRE) - BPE 1;Ajout
BI CBS OUTDOOR ISSY - BPE 1;Ajout
IRS - FT 589 - 36 AV D ENGHIEN (EPINAY SUR SEINE) - BPE 1;Ajout
IRS - ZONE D'ACTIVITES MURE (IVRY SUR SEINE) - BPE1;Ajout
N-1 ECOLE NATIONALE DE DANSE DE PANTIN - BPE2;Ajout
IRS - 54 AVENUE ANDRE MORIZET - BPE 1;Ajout
IRS - RUE GARRY (Limeil Brevannes) - BPE 1;Ajout
PRC INEO 7 MOREAU (FONTENAY-SOUS-BOIS) - BPE 1;Ajout
IRS - N-1 POP CMP SAINT CHRISTOPHE-1 (CERGY) - BPE1;Ajout
IRS - N-1 BAT MILAN (RUNGIS) - BPE 1;Ajout
IRS - N-1 POP CG94 LE PRADO - BPE 1;Ajout
IRS - J RICHARD (CHAMPIGNY SUR MARNE) - BPE 1;Ajout
IRS - FT 1827 - 51 RUE JACQUES DUCLOS (ROSNY-SOUS-BOIS) - BPE 1;Ajout
PRC TDR NOOS PELLETAN SCEAUX;Ajout
IRS - RUE J LOLIVE - BPE 1;Ajout
IRS - 12 RUE DE COULMIERS (NOGENT SUR MARNE) - BPE 1;Ajout
235 RUE DE LA GARENNE - BPE 1;Ajout
IRS - METALLURGIE-SQUARE DIDEROT (SAINT DENIS) - BPE 1;Ajout
IRS - 4 RUE DE PARIS ROMAINVILLE (N-1 MAIRIE DE ROMAINVILLE) - BPE 2;Ajout
IRS - WILSON-TENINE (EX PLACE HENRI BARBUSSE) GENTILLY - BPE2;Ajout
FT 954 - IRS - AVENUE DES BELLEVUES (SAINT OUEN L AUMONE) - BPE 1;Ajout
CH SAT SECURISEE CAM02_FT566;Ajout
N-1 NOISY LE SEC (NOISY LE SEC) - BPE 1;Ajout
BI - 1-5 RUE JEANNE D ARC (ISSY);Ajout
IRS - ANGLE ROUSSEAU_VANZUPPE (IVRY) - BPE 1;Ajout
FT 2050 - 84 HENRI BARBUSSE(ST-DENIS) - BPE 1;Ajout
PRC - Rue Cam?®linat Rosny-sous-Bois   - BPE1;Ajout
IRS - FT1496 - RUE GASTON LAURIAU (MONTREUIL) - BPE 2;Ajout
IRS - 42 RUE SAINT-SIMON (CRETEIL) - BPE1;Ajout
IRIS - FT 320 - 39 AVENUE DU COLONEL ROL-TANGUY (STAINS) - BPE 1;Ajout
IRS - CH SAT SECURISEE CAM15_FT43 - BPE 1;Ajout
IRS - FT 709 - 2 ALLEE DE L ESPERANCE  (MALAKOFF) - BPE 1;Ajout
IRS - RUE DE LA BIEVRE (BOURG LA REINE) - BPE 1;Ajout
IRS -  ADD2 - HENRI MONDOR?? - BPE 1;Ajout
IRS - BI FOYER ALJT (D57) - BPE 1;Ajout
IRS - FT 429 - RUE DE STALINGRAD - BPE 1;Ajout
IRS - LECLERC_GRANDE ALLEE (SUCY EN BRIE) - BPE 1;Ajout
IRS - DIVISION LECLERC - RUE DU REGARD - BPE 1;Ajout
IRS - ROUTE DE PARIS (SAINT OUEN L AUMONE) - BPE 1;Ajout
57 AVENUE FONTAINBLEAU (KREMLIN BICETRE) - BPE 1;Ajout
IRS - BRIAND-OHRESSER - BPE 1;Ajout
N-1 PETIT VOYAGEUR_FT1094;Ajout
IRS - N-1 MEDIATHEQUE (SAINT OUEN) - IRISE - BPE 1;Ajout
IRS - AV VICTOR HUGO (ARCUEIL) - BPE 1;Ajout
IRS - SALENGRO_JAURES (FRESNES) - BPE 1;Ajout
IRS - QUAI ERIC TABARLY - BPE 1;Ajout
IRS - FT 630 - 2 RUE DE L ADJUDANT CHEF DERICBOUR (CHEVILLY LARUE) - BPE 1;Ajout
IRS -  INTERSECTION PERI-RENAN SAINT OUEN - BPE 1;Ajout
PARKING RUE DE PARIS PIERREFITTE - BPE 1;Ajout
IRS - BI HORTENSIAS (D39) - BPE 1;Ajout
IRS - ADD 2 RUE FELLINI - BPE 2;Ajout
IRS - QUAI DU PRESIDENT CARNOT (LD05) (SAINT CLOUD) - BPE 1;Ajout
IRS- 58 RUE FRANKLIN (MONTREUIL) - BPE 1;Ajout
IRS - A14 - PK 9920 (NANTERRE) - BPE 1;Ajout
IRISE - FT 416 - 25 RUE DU VAL DE MARNE ( GENTILLY) - BPE 1;Ajout
IRS - FT1176 - D145(CHAMPIGNY SUR MARNE) - BPE 1;Ajout
IRS - 33 BIS RUE ST GERMAIN (FONTENAY) - BPE 1;Ajout
IRS - N-1 27 RUE DE REPUBLIQUE (VILLIERS SUR MARNE) - BPE 1;Ajout
IRS - BARBUSSE/LAKANAL - BPE 1;Ajout
IRS - BI 96 BIS RUE DE CHAMPIGNY (CHENNEVIERES SUR MARNE) - BPE 1;Ajout
IRS - 19 RUE WALDECK ROCHER (LA COURNEUVE) - BPE 1;Ajout
IRS - MANCHON DROIT PK9920;Ajout
IRISE - PRC FT 306 - 0 RUE DES ANCIENS COMBATTANTS D'AFN   - BPE1;Ajout
IRS - FT 426 - N-1 POP MEDIATHEQUE DE VILLEJUIF - BPE 1;Ajout
IRS - FT2722 - CHARLES DELAVACQUERIE (MONTREUIL) - BPE 1;Ajout
IRS - FT791 RUE DES BEAUX SOLEILS (OSNY) - BPE 1;Ajout
IRS - FT 633 - 38 BD VICTOR HUGO (CLICHY) - BPE 1;Ajout
IRISE - ANGLE RUE DE ROMAINVILLE - RUE BRUYERES (LES LILAS) - BPE 1;Ajout
IRS - FT3625 - 2 SQUARE JEAN-PIERRE TIMBAUD (MONTREUIL) - BPE 1;Ajout
IRISE - ANGLE RUE DE PARIS - RUE DU COQ FRANCAIS (LES LILAS) - BPE 1;Ajout
IRS - 263 BD JEAN JAURES - BPE 1;Ajout
FT - IRS - 84 JULES QUENTIN (NANTERRE) - BPE 1;Ajout
IRS - 119 BIS RUE DU DR BAUER - BPE 1;Ajout
IRS - FT 807 - 27 RUE LOUIS VICAT (VANVES) - BPE 1;Ajout
IRS - FT 382 - 118 RUE JEAN JAURES (VILLIERS SUR MARNE) - BPE 1;Ajout
IRS - FT2344 - 156 RUE LENAIN DE TILLEMONT (MONTREUIL) - BPE 1;Ajout
IRS - 66 QUAI DU MAL JOFFRE - BPE 2;Ajout
IRS - FT 2761 -  AVENUE DIDIER  (ST MAUR DES FOSSES) - BPE 1;Ajout
IRS - PERI-GINOUX (MONTROUGE) - BPE 1;Ajout
BPI SHISHEIDO MARCEL DASSAULT (PARIS) - BPE 1;Ajout
IRS - BAUER - MONET - BPE 1;Ajout
IRS - FT 269 - 2 RUE VICTOR HUGO (MALAKOFF) - BPE1;Ajout
IRS - AV DU PRESIDENT WILSON (ST DENIS) - BPE 1;Ajout
IRS - AV PAUL VAILLANT COUTURIER - BPE 1;Ajout
IRS - BI 6 AVENUE HOCHE (THIAIS) - BPE 1;Ajout
IRS - FT 163 - 26 VILLA DES PAROSEAUX (CHATILLON) - BPE 1;Ajout
IRS - 198 RUE DE FONTENAY (FONTENAY - MONTREUIL) - BPE 2;Ajout
